301.2395828776035 %;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.5, 'revenue_growth': 0.1}
312.7346891057196 %;{'roe': 0.1, 'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
358.02716733822183 %;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
263.5551084645511 %;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
292.67883363904514 %;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
258.4560579495904 %;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.5}
537.3584730234143 %;{'roe': 0.3, 'fcfy': 0.2, 'revenue_growth': 0.5}
291.3746456812186 %;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
304.99069937915004 %;{'roe': 0.3, 'fcfy': 0.2, 'dividend_yield': 0.5}
382.05014947548676 %;{'roe': 0.3, 'fcfy': 0.3, 'revenue_growth': 0.4}
365.5742154180804 %;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.4}
271.1238219287431 %;{'roe': 0.4, 'fcfy': 0.4, 'roic_wacc': 0.2}
280.1095366790103 %;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
260.07900111327353 %;{'roe': 0.7, 'fcfy': 0.2, 'roic_wacc': 0.1}
305.16736514741626 %;{'roe': 0.2, 'fcfy': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
316.38643428555946 %;{'roe': 0.3, 'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
