10 year total return;Excess return (over SIXPRX);Average (daily) excess return;Volatility;Information ratio;Parameters and weights
243.125 %;103.550 %; 36.379 %;  0.931;  0.391;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.3}
242.826 %;103.251 %; 25.297 %;  0.881;  0.287;{'roe': 0.5, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
242.794 %;103.220 %; 14.172 %;  0.844;  0.168;{'roe': 0.4, 'roic_wacc': 0.3, 'revenue_growth': 0.3}
242.751 %;103.176 %; 39.522 %;  0.935;  0.423;{'fcfy': 0.8, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
242.644 %;103.069 %; 23.329 %;  0.802;  0.291;{'roic_wacc': 0.7, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
242.499 %;102.924 %; 32.597 %;  0.893;  0.365;{'roe': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.5}
242.445 %;102.870 %; 14.635 %;  0.818;  0.179;{'roe': 0.5, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
242.393 %;102.818 %; 38.277 %;  0.952;  0.402;{'roe': 0.1, 'fcfy': 0.5, 'roic_wacc': 0.4}
242.363 %;102.788 %; 34.184 %;  0.885;  0.386;{'fcfy': 0.3, 'roic_wacc': 0.6, 'dividend_yield': 0.1}
242.156 %;102.581 %; 18.377 %;  0.825;  0.223;{'roe': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.4, 'dividend_yield': 0.3}
242.044 %;102.469 %; 14.614 %;  0.819;  0.179;{'roic_wacc': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.3}
241.993 %;102.418 %; 33.129 %;  0.871;  0.381;{'roe': 0.3, 'fcfy': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
241.396 %;101.821 %; 39.994 %;  0.964;  0.415;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.3}
241.283 %;101.708 %; 30.829 %;  0.872;  0.354;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.6}
241.277 %;101.702 %; 32.754 %;  0.892;  0.367;{'roe': 0.6, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
241.169 %;101.594 %; 32.177 %;  0.867;  0.371;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
241.151 %;101.576 %; 36.126 %;  0.913;  0.395;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
241.124 %;101.549 %; 33.958 %;  0.900;  0.377;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
240.979 %;101.404 %; 35.920 %;  0.924;  0.389;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
240.967 %;101.392 %; 36.282 %;  0.911;  0.398;{'roe': 0.3, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
240.924 %;101.349 %; 33.051 %;  0.796;  0.415;{'roe': 0.2, 'roic_wacc': 0.7, 'dividend_yield': 0.1}
240.897 %;101.322 %; 37.730 %;  0.918;  0.411;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
240.639 %;101.065 %; 31.983 %;  0.838;  0.382;{'roe': 0.1, 'fcfy': 0.4, 'dividend_yield': 0.5}
240.516 %;100.941 %; 33.081 %;  0.820;  0.403;{'fcfy': 0.5, 'dividend_yield': 0.5}
240.511 %;100.936 %; 30.483 %;  0.843;  0.362;{'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
240.236 %;100.661 %; 21.437 %;  0.858;  0.250;{'roe': 0.4, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
240.206 %;100.631 %; 31.343 %;  0.832;  0.377;{'roe': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.8}
240.006 %;100.431 %; 33.177 %;  0.894;  0.371;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
239.922 %;100.347 %; 29.149 %;  0.847;  0.344;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
239.860 %;100.285 %; 31.065 %;  0.888;  0.350;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.4}
239.814 %;100.239 %; 14.870 %;  0.833;  0.178;{'roe': 0.4, 'roic_wacc': 0.5, 'revenue_growth': 0.1}
239.762 %;100.188 %; 37.209 %;  0.922;  0.404;{'fcfy': 0.1, 'roic_wacc': 0.5, 'dividend_yield': 0.4}
239.719 %;100.145 %; 32.738 %;  0.803;  0.408;{'roe': 0.1, 'roic_wacc': 0.6, 'dividend_yield': 0.3}
239.616 %;100.041 %; 23.650 %;  0.811;  0.292;{'roe': 0.2, 'roic_wacc': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
239.614 %;100.039 %; 29.870 %;  0.816;  0.366;{'roe': 0.1, 'fcfy': 0.5, 'dividend_yield': 0.4}
239.378 %; 99.803 %; 38.954 %;  0.928;  0.420;{'fcfy': 0.8, 'roic_wacc': 0.2}
239.328 %; 99.753 %; 37.478 %;  0.936;  0.401;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
239.323 %; 99.748 %; 32.042 %;  0.824;  0.389;{'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
239.288 %; 99.713 %; 30.670 %;  0.828;  0.371;{'roe': 0.1, 'fcfy': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
239.158 %; 99.583 %; 36.230 %;  0.924;  0.392;{'roe': 0.2, 'fcfy': 0.7, 'roic_wacc': 0.1}
238.894 %; 99.320 %; 44.095 %;  1.017;  0.434;{'roe': 0.7, 'fcfy': 0.1, 'revenue_growth': 0.2}
238.886 %; 99.311 %; 34.034 %;  0.904;  0.377;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.5, 'dividend_yield': 0.3}
238.766 %; 99.191 %; 15.225 %;  0.817;  0.186;{'roe': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
238.602 %; 99.027 %; 36.794 %;  0.887;  0.415;{'fcfy': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
238.541 %; 98.966 %; 15.373 %;  0.800;  0.192;{'roe': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
238.204 %; 98.629 %; 32.606 %;  0.894;  0.365;{'roe': 0.6, 'fcfy': 0.2, 'roic_wacc': 0.2}
238.134 %; 98.559 %; 34.531 %;  0.916;  0.377;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
238.036 %; 98.461 %; 30.956 %;  0.814;  0.380;{'fcfy': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
237.850 %; 98.275 %; 32.418 %;  0.936;  0.346;{'fcfy': 0.9, 'revenue_growth': 0.1}
237.770 %; 98.195 %; 37.237 %;  0.868;  0.429;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.4}
237.485 %; 97.910 %; 31.263 %;  0.859;  0.364;{'roe': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.6}
237.436 %; 97.861 %; 34.946 %;  0.883;  0.396;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.4}
237.250 %; 97.675 %; 33.399 %;  0.893;  0.374;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
237.057 %; 97.482 %; 33.163 %;  0.890;  0.373;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
236.928 %; 97.353 %; 31.176 %;  0.878;  0.355;{'roe': 0.7, 'fcfy': 0.1, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
236.914 %; 97.339 %; 36.492 %;  0.907;  0.402;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.3}
236.825 %; 97.250 %; 35.015 %;  0.889;  0.394;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
236.690 %; 97.115 %; 33.840 %;  0.894;  0.378;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
236.668 %; 97.093 %; 27.879 %;  0.844;  0.330;{'roe': 0.4, 'roic_wacc': 0.5, 'dividend_yield': 0.1}
236.611 %; 97.036 %; 33.576 %;  0.912;  0.368;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.4}
236.566 %; 96.991 %; 33.018 %;  0.936;  0.353;{'fcfy': 0.8, 'revenue_growth': 0.2}
236.503 %; 96.929 %; 37.208 %;  0.930;  0.400;{'roe': 0.3, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
236.484 %; 96.910 %; 32.184 %;  0.837;  0.385;{'roe': 0.5, 'dividend_yield': 0.5}
236.476 %; 96.901 %; 29.639 %;  0.803;  0.369;{'fcfy': 0.6, 'dividend_yield': 0.4}
236.338 %; 96.763 %; 35.114 %;  0.914;  0.384;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.1}
236.295 %; 96.720 %; 35.712 %;  0.884;  0.404;{'roe': 0.1, 'fcfy': 0.7, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
236.288 %; 96.714 %; 32.794 %;  0.892;  0.368;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
236.204 %; 96.630 %; 12.781 %;  0.827;  0.155;{'roe': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
236.173 %; 96.598 %; 34.318 %;  0.827;  0.415;{'fcfy': 0.3, 'dividend_yield': 0.7}
236.059 %; 96.484 %; 30.790 %;  0.872;  0.353;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
236.049 %; 96.474 %; 30.470 %;  0.813;  0.375;{'fcfy': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
236.030 %; 96.455 %;  2.758 %;  0.849;  0.032;{'roe': 0.2, 'revenue_growth': 0.8}
235.864 %; 96.289 %; 32.747 %;  0.830;  0.395;{'roe': 0.2, 'roic_wacc': 0.6, 'dividend_yield': 0.2}
235.696 %; 96.121 %; 27.964 %;  0.850;  0.329;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.4}
235.621 %; 96.047 %; 33.484 %;  0.895;  0.374;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
235.529 %; 95.954 %; 38.488 %;  0.921;  0.418;{'roe': 0.3, 'fcfy': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.1}
235.514 %; 95.939 %; 28.503 %;  0.856;  0.333;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
235.497 %; 95.923 %; 17.582 %;  0.801;  0.220;{'roe': 0.8, 'revenue_growth': 0.2}
235.330 %; 95.755 %; 40.920 %;  0.955;  0.428;{'roe': 0.3, 'fcfy': 0.6, 'roic_wacc': 0.1}
235.272 %; 95.697 %; 30.554 %;  0.869;  0.352;{'roe': 0.3, 'revenue_growth': 0.4, 'dividend_yield': 0.3}
235.264 %; 95.689 %; 31.127 %;  0.875;  0.356;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
235.223 %; 95.648 %; 15.685 %;  0.810;  0.194;{'roe': 0.4, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
235.199 %; 95.624 %; 25.640 %;  0.801;  0.320;{'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.5}
235.096 %; 95.521 %; 13.572 %;  0.807;  0.168;{'roic_wacc': 0.4, 'revenue_growth': 0.4, 'dividend_yield': 0.2}
235.059 %; 95.484 %; 37.216 %;  0.898;  0.414;{'roe': 0.5, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
234.906 %; 95.331 %; 29.874 %;  0.826;  0.361;{'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.5}
234.839 %; 95.264 %; 32.590 %;  0.886;  0.368;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
234.771 %; 95.196 %; 35.930 %;  0.879;  0.409;{'roe': 0.7, 'fcfy': 0.1, 'dividend_yield': 0.2}
234.731 %; 95.156 %; 35.552 %;  0.900;  0.395;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
234.650 %; 95.076 %; 35.195 %;  0.894;  0.394;{'roe': 0.3, 'fcfy': 0.4, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
234.537 %; 94.962 %; 32.703 %;  0.814;  0.402;{'roe': 0.3, 'roic_wacc': 0.5, 'dividend_yield': 0.2}
234.515 %; 94.941 %; 26.433 %;  0.821;  0.322;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
234.305 %; 94.730 %; 34.850 %;  0.926;  0.376;{'roe': 0.5, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
234.277 %; 94.703 %; 13.555 %;  0.855;  0.159;{'roe': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
234.197 %; 94.622 %; 33.224 %;  0.897;  0.370;{'roe': 0.5, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
234.091 %; 94.516 %; 33.628 %;  0.898;  0.375;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
233.958 %; 94.383 %; 34.204 %;  0.897;  0.381;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.1}
233.900 %; 94.325 %; 35.574 %;  0.847;  0.420;{'fcfy': 0.2, 'dividend_yield': 0.8}
233.816 %; 94.241 %; 34.377 %;  0.868;  0.396;{'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.6}
233.687 %; 94.112 %; 35.095 %;  0.894;  0.393;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
233.634 %; 94.059 %; 17.317 %;  0.836;  0.207;{'roe': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
233.622 %; 94.047 %; 35.600 %;  0.890;  0.400;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
233.440 %; 93.865 %; 23.021 %;  0.808;  0.285;{'roe': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.8}
233.381 %; 93.807 %; 31.106 %;  0.809;  0.385;{'roe': 0.2, 'roic_wacc': 0.5, 'dividend_yield': 0.3}
233.364 %; 93.790 %; 35.326 %;  0.867;  0.408;{'roe': 0.6, 'fcfy': 0.2, 'dividend_yield': 0.2}
233.306 %; 93.731 %; 28.265 %;  0.855;  0.330;{'roe': 0.5, 'fcfy': 0.2, 'roic_wacc': 0.3}
232.864 %; 93.289 %; 26.794 %;  0.807;  0.332;{'roe': 0.2, 'fcfy': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
232.832 %; 93.257 %; 30.493 %;  0.807;  0.378;{'fcfy': 0.7, 'dividend_yield': 0.3}
232.529 %; 92.954 %; 16.446 %;  0.816;  0.201;{'roe': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.5, 'dividend_yield': 0.2}
232.506 %; 92.931 %; 25.859 %;  0.816;  0.317;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
232.347 %; 92.772 %; 34.462 %;  0.900;  0.383;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
232.195 %; 92.621 %; 21.446 %;  0.762;  0.281;{'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
232.159 %; 92.585 %; 32.688 %;  0.872;  0.375;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.4}
232.149 %; 92.574 %; 32.476 %;  0.856;  0.379;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
232.144 %; 92.570 %; 33.493 %;  0.866;  0.387;{'fcfy': 0.1, 'roic_wacc': 0.6, 'dividend_yield': 0.3}
232.060 %; 92.485 %; 29.938 %;  0.773;  0.387;{'roe': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.5}
232.058 %; 92.483 %; 19.176 %;  0.792;  0.242;{'roe': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
232.014 %; 92.439 %; 36.251 %;  0.889;  0.408;{'roe': 0.2, 'fcfy': 0.5, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
231.972 %; 92.397 %; 27.198 %;  0.839;  0.324;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
231.914 %; 92.339 %; 31.453 %;  0.870;  0.362;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.5, 'dividend_yield': 0.2}
231.851 %; 92.276 %; 12.790 %;  0.788;  0.162;{'roic_wacc': 0.3, 'revenue_growth': 0.5, 'dividend_yield': 0.2}
231.348 %; 91.773 %; 37.310 %;  0.886;  0.421;{'roe': 0.6, 'fcfy': 0.3, 'dividend_yield': 0.1}
231.209 %; 91.635 %; 29.221 %;  0.768;  0.381;{'roe': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.4}
231.015 %; 91.440 %; 33.952 %;  0.907;  0.374;{'roe': 0.3, 'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.1}
230.878 %; 91.303 %; 32.878 %;  0.882;  0.373;{'roe': 0.5, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1}
230.840 %; 91.265 %; 30.228 %;  0.824;  0.367;{'fcfy': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
230.749 %; 91.174 %; 41.463 %;  0.921;  0.450;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.4}
230.605 %; 91.030 %; 17.554 %;  0.788;  0.223;{'roe': 0.1, 'roic_wacc': 0.8, 'revenue_growth': 0.1}
230.600 %; 91.025 %; 10.358 %;  0.804;  0.129;{'roe': 0.1, 'revenue_growth': 0.8, 'dividend_yield': 0.1}
230.542 %; 90.967 %; 33.835 %;  0.888;  0.381;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
230.392 %; 90.817 %; 11.379 %;  0.788;  0.144;{'roe': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
230.065 %; 90.490 %; 34.140 %;  0.879;  0.388;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.3, 'dividend_yield': 0.4}
229.960 %; 90.385 %; 29.454 %;  0.858;  0.343;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.4, 'revenue_growth': 0.1}
229.851 %; 90.276 %; 32.067 %;  0.834;  0.385;{'fcfy': 0.3, 'roic_wacc': 0.2, 'dividend_yield': 0.5}
229.775 %; 90.200 %; 36.487 %;  0.907;  0.402;{'roe': 0.3, 'fcfy': 0.5, 'roic_wacc': 0.2}
229.762 %; 90.188 %; 33.089 %;  0.858;  0.386;{'fcfy': 0.2, 'roic_wacc': 0.1, 'dividend_yield': 0.7}
229.166 %; 89.591 %; 15.340 %;  0.833;  0.184;{'roe': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.3}
229.158 %; 89.583 %; 17.390 %;  0.817;  0.213;{'roe': 0.6, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
229.096 %; 89.521 %; 22.672 %;  0.763;  0.297;{'roic_wacc': 0.3, 'dividend_yield': 0.7}
229.080 %; 89.506 %; 30.173 %;  0.852;  0.354;{'roe': 0.8, 'fcfy': 0.1, 'roic_wacc': 0.1}
229.006 %; 89.432 %; 13.186 %;  0.792;  0.166;{'roe': 0.9, 'roic_wacc': 0.1}
228.982 %; 89.407 %; 33.269 %;  0.879;  0.378;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
228.946 %; 89.372 %; 31.677 %;  0.880;  0.360;{'roe': 0.6, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.1}
228.934 %; 89.360 %; 34.466 %;  0.845;  0.408;{'roe': 0.6, 'fcfy': 0.1, 'dividend_yield': 0.3}
228.923 %; 89.348 %; 31.100 %;  0.833;  0.373;{'roe': 0.1, 'fcfy': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
228.917 %; 89.342 %; 32.259 %;  0.879;  0.367;{'roe': 0.7, 'fcfy': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
228.353 %; 88.778 %;  5.230 %;  0.812;  0.064;{'roe': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.1}
228.313 %; 88.738 %; 29.387 %;  0.847;  0.347;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
228.267 %; 88.692 %; 30.527 %;  0.858;  0.356;{'roe': 0.6, 'fcfy': 0.3, 'roic_wacc': 0.1}
227.981 %; 88.406 %; 37.250 %;  0.893;  0.417;{'roe': 0.5, 'fcfy': 0.5}
227.973 %; 88.398 %; 23.963 %;  0.747;  0.321;{'roe': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
227.733 %; 88.158 %; 29.755 %;  0.818;  0.364;{'roe': 0.3, 'fcfy': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
227.634 %; 88.059 %; 13.135 %;  0.839;  0.157;{'roe': 0.7, 'roic_wacc': 0.2, 'revenue_growth': 0.1}
227.627 %; 88.052 %; 30.515 %;  0.816;  0.374;{'roe': 0.2, 'fcfy': 0.4, 'dividend_yield': 0.4}
227.372 %; 87.797 %; 33.045 %;  0.863;  0.383;{'fcfy': 0.2, 'roic_wacc': 0.6, 'dividend_yield': 0.2}
227.332 %; 87.757 %; 31.155 %;  0.874;  0.357;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
227.131 %; 87.557 %; 29.550 %;  0.810;  0.365;{'roe': 0.5, 'fcfy': 0.2, 'dividend_yield': 0.3}
227.099 %; 87.524 %; 17.644 %;  0.844;  0.209;{'revenue_growth': 0.4, 'dividend_yield': 0.6}
226.829 %; 87.254 %;  7.138 %;  0.807;  0.088;{'roe': 0.2, 'revenue_growth': 0.6, 'dividend_yield': 0.2}
226.821 %; 87.246 %; 31.908 %;  0.877;  0.364;{'roe': 0.5, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.2}
226.767 %; 87.192 %; 30.489 %;  0.844;  0.361;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.5, 'dividend_yield': 0.1}
226.675 %; 87.100 %; 32.693 %;  0.872;  0.375;{'roe': 0.7, 'fcfy': 0.3}
226.586 %; 87.011 %; 33.442 %;  0.868;  0.385;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.2, 'dividend_yield': 0.3}
226.576 %; 87.001 %; 29.176 %;  0.846;  0.345;{'fcfy': 0.3, 'revenue_growth': 0.4, 'dividend_yield': 0.3}
226.532 %; 86.958 %; 21.073 %;  0.781;  0.270;{'roic_wacc': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
226.511 %; 86.936 %; 30.553 %;  0.827;  0.370;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.6}
226.497 %; 86.922 %; 28.693 %;  0.785;  0.366;{'fcfy': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.7}
226.421 %; 86.847 %; 33.470 %;  0.870;  0.385;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.1, 'dividend_yield': 0.2}
226.387 %; 86.812 %; 19.282 %;  0.794;  0.243;{'roe': 0.2, 'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
226.327 %; 86.752 %; 24.263 %;  0.801;  0.303;{'roe': 0.2, 'fcfy': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
226.312 %; 86.737 %; 34.454 %;  0.863;  0.399;{'fcfy': 0.2, 'roic_wacc': 0.4, 'dividend_yield': 0.4}
226.254 %; 86.679 %; 33.086 %;  0.849;  0.390;{'roe': 0.5, 'fcfy': 0.4, 'dividend_yield': 0.1}
226.065 %; 86.490 %; 10.438 %;  0.795;  0.131;{'roe': 0.7, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
225.925 %; 86.351 %; 32.974 %;  0.877;  0.376;{'roe': 0.5, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
225.857 %; 86.282 %; 26.566 %;  0.793;  0.335;{'roe': 0.1, 'fcfy': 0.6, 'dividend_yield': 0.3}
225.649 %; 86.074 %; 31.282 %;  0.829;  0.377;{'fcfy': 0.8, 'dividend_yield': 0.2}
225.480 %; 85.905 %; 29.266 %;  0.850;  0.344;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.4, 'dividend_yield': 0.1}
225.409 %; 85.834 %; 29.477 %;  0.867;  0.340;{'roe': 0.5, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.1}
225.394 %; 85.819 %; 32.363 %;  0.851;  0.380;{'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
225.272 %; 85.697 %; 32.171 %;  0.871;  0.369;{'roe': 0.5, 'fcfy': 0.4, 'roic_wacc': 0.1}
225.184 %; 85.610 %; 33.663 %;  0.891;  0.378;{'roe': 0.4, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
225.172 %; 85.597 %; 28.746 %;  0.778;  0.369;{'fcfy': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.4}
