10 year total return;Excess return (over SIXPRX);Average (daily) excess return;Volatility;Information ratio;Parameters and weights
317.810 %;178.235 %; 45.682 %;  1.120;  0.408;{'roe': 0.1, 'fcfy': 0.3, 'revenue_growth': 0.5, 'dividend_yield': 0.1}
317.353 %;177.778 %; 48.156 %;  1.110;  0.434;{'roe': 0.1, 'fcfy': 0.4, 'revenue_growth': 0.4, 'dividend_yield': 0.1}
317.266 %;177.691 %; 35.118 %;  1.003;  0.350;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.2}
317.100 %;177.525 %; 36.955 %;  0.964;  0.383;{'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
315.984 %;176.409 %; 54.999 %;  1.178;  0.467;{'roe': 0.2, 'fcfy': 0.2, 'revenue_growth': 0.4, 'dividend_yield': 0.2}
315.652 %;176.077 %; 31.207 %;  1.017;  0.307;{'roe': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.5, 'dividend_yield': 0.1}
315.250 %;175.676 %; 37.043 %;  1.015;  0.365;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
314.802 %;175.227 %; 37.998 %;  1.030;  0.369;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
314.409 %;174.834 %; 36.226 %;  0.996;  0.364;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.3}
314.129 %;174.554 %; 38.908 %;  1.036;  0.376;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
314.013 %;174.438 %; 38.314 %;  1.027;  0.373;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.2}
312.996 %;173.421 %; 39.693 %;  1.037;  0.383;{'roe': 0.1, 'fcfy': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
311.944 %;172.369 %; 59.737 %;  1.226;  0.487;{'roe': 0.5, 'fcfy': 0.3, 'revenue_growth': 0.2}
311.882 %;172.308 %; 37.364 %;  1.023;  0.365;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
310.563 %;170.988 %; 34.273 %;  0.983;  0.349;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.1}
310.324 %;170.749 %; 40.790 %;  1.038;  0.393;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.7}
310.320 %;170.745 %; 33.427 %;  0.971;  0.344;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.1}
309.429 %;169.855 %; 52.802 %;  1.143;  0.462;{'roe': 0.1, 'fcfy': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
309.421 %;169.846 %; 42.518 %;  1.050;  0.405;{'fcfy': 0.2, 'roic_wacc': 0.8}
309.400 %;169.825 %; 36.131 %;  0.998;  0.362;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.5, 'revenue_growth': 0.1}
309.217 %;169.642 %; 38.362 %;  1.007;  0.381;{'fcfy': 0.4, 'roic_wacc': 0.5, 'revenue_growth': 0.1}
309.125 %;169.550 %; 50.208 %;  1.110;  0.453;{'roe': 0.1, 'fcfy': 0.5, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
309.075 %;169.500 %; 54.420 %;  1.166;  0.467;{'roe': 0.4, 'fcfy': 0.3, 'revenue_growth': 0.3}
308.711 %;169.136 %; 43.831 %;  1.036;  0.423;{'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.1}
308.688 %;169.113 %; 30.942 %;  0.994;  0.311;{'roic_wacc': 0.4, 'revenue_growth': 0.5, 'dividend_yield': 0.1}
308.546 %;168.971 %; 33.837 %;  1.035;  0.327;{'fcfy': 0.3, 'revenue_growth': 0.6, 'dividend_yield': 0.1}
308.291 %;168.716 %; 52.117 %;  0.969;  0.538;{'roic_wacc': 0.9, 'dividend_yield': 0.1}
308.195 %;168.620 %; 40.544 %;  1.032;  0.393;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.3}
307.504 %;167.930 %; 50.571 %;  1.108;  0.456;{'fcfy': 0.6, 'roic_wacc': 0.3, 'revenue_growth': 0.1}
307.258 %;167.683 %; 47.291 %;  1.064;  0.445;{'fcfy': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.3}
307.255 %;167.681 %; 35.644 %;  0.990;  0.360;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.2}
305.192 %;165.617 %; 36.908 %;  0.991;  0.373;{'fcfy': 0.1, 'roic_wacc': 0.8, 'revenue_growth': 0.1}
304.954 %;165.379 %; 47.560 %;  1.111;  0.428;{'roe': 0.1, 'fcfy': 0.4, 'revenue_growth': 0.5}
304.948 %;165.373 %; 36.484 %;  1.005;  0.363;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
304.445 %;164.870 %; 36.354 %;  1.013;  0.359;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
304.157 %;164.582 %; 44.815 %;  0.970;  0.462;{'roe': 0.3, 'dividend_yield': 0.7}
304.094 %;164.520 %; 44.838 %;  1.042;  0.430;{'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
303.917 %;164.342 %; 37.670 %;  1.017;  0.370;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.5, 'revenue_growth': 0.2}
303.896 %;164.322 %; 33.831 %;  0.969;  0.349;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.1}
303.692 %;164.118 %; 26.493 %;  0.992;  0.267;{'roe': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.2}
303.456 %;163.881 %; 35.645 %;  0.991;  0.360;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.6, 'revenue_growth': 0.1}
303.447 %;163.872 %; 32.313 %;  1.048;  0.308;{'roe': 0.3, 'revenue_growth': 0.6, 'dividend_yield': 0.1}
303.407 %;163.832 %; 35.518 %;  0.993;  0.358;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
302.825 %;163.250 %; 54.908 %;  1.162;  0.472;{'roe': 0.3, 'fcfy': 0.4, 'revenue_growth': 0.3}
302.611 %;163.036 %; 37.582 %;  1.002;  0.375;{'fcfy': 0.1, 'roic_wacc': 0.7, 'revenue_growth': 0.2}
301.818 %;162.243 %; 37.393 %;  1.010;  0.370;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
301.260 %;161.685 %; 28.683 %;  1.008;  0.285;{'fcfy': 0.3, 'revenue_growth': 0.7}
301.170 %;161.596 %; 40.796 %;  1.023;  0.399;{'fcfy': 0.2, 'roic_wacc': 0.6, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
300.637 %;161.063 %; 45.168 %;  1.084;  0.417;{'roe': 0.5, 'revenue_growth': 0.4, 'dividend_yield': 0.1}
300.122 %;160.547 %; 47.739 %;  1.091;  0.438;{'roe': 0.2, 'fcfy': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
300.073 %;160.498 %; 35.212 %;  0.988;  0.356;{'roe': 0.1, 'fcfy': 0.2, 'roic_wacc': 0.6, 'revenue_growth': 0.1}
298.994 %;159.419 %; 35.074 %;  1.019;  0.344;{'roe': 0.4, 'revenue_growth': 0.6}
297.177 %;157.602 %; 42.011 %;  1.025;  0.410;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
297.163 %;157.588 %; 37.071 %;  1.010;  0.367;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
297.145 %;157.570 %; 37.026 %;  1.055;  0.351;{'fcfy': 0.1, 'revenue_growth': 0.8, 'dividend_yield': 0.1}
296.774 %;157.199 %; 51.386 %;  1.144;  0.449;{'roe': 0.5, 'fcfy': 0.2, 'revenue_growth': 0.3}
296.443 %;156.868 %; 35.896 %;  0.990;  0.362;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.2}
296.045 %;156.470 %; 32.472 %;  0.977;  0.332;{'fcfy': 0.1, 'revenue_growth': 0.6, 'dividend_yield': 0.3}
295.604 %;156.029 %; 50.105 %;  1.099;  0.456;{'roe': 0.2, 'fcfy': 0.4, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
295.294 %;155.720 %; 17.446 %;  1.016;  0.172;{'roe': 0.1, 'revenue_growth': 0.9}
294.743 %;155.169 %; 33.309 %;  0.989;  0.337;{'roe': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.4}
294.698 %;155.123 %; 38.168 %;  0.958;  0.398;{'roe': 0.6, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
294.386 %;154.811 %; 36.090 %;  0.993;  0.363;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
294.307 %;154.733 %; 52.648 %;  1.157;  0.455;{'roe': 0.4, 'fcfy': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
293.822 %;154.247 %; 48.970 %;  1.089;  0.450;{'roe': 0.2, 'fcfy': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
293.221 %;153.646 %; 34.394 %;  0.975;  0.353;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
293.144 %;153.569 %; 34.990 %;  0.980;  0.357;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.7, 'revenue_growth': 0.1}
293.132 %;153.557 %; 37.642 %;  0.978;  0.385;{'fcfy': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
293.009 %;153.434 %; 40.140 %;  1.001;  0.401;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
292.277 %;152.702 %; 37.660 %;  1.028;  0.366;{'roe': 0.5, 'revenue_growth': 0.5}
291.578 %;152.003 %; 31.230 %;  0.928;  0.336;{'roe': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
291.511 %;151.937 %; 36.334 %;  0.977;  0.372;{'roe': 0.2, 'fcfy': 0.1, 'roic_wacc': 0.6, 'dividend_yield': 0.1}
291.120 %;151.546 %; 31.154 %;  0.949;  0.328;{'roe': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.4}
290.967 %;151.392 %; 35.169 %;  1.007;  0.349;{'fcfy': 0.4, 'revenue_growth': 0.4, 'dividend_yield': 0.2}
290.708 %;151.133 %; 31.938 %;  0.971;  0.329;{'roic_wacc': 0.5, 'revenue_growth': 0.4, 'dividend_yield': 0.1}
290.670 %;151.095 %; 48.440 %;  1.075;  0.451;{'fcfy': 0.4, 'roic_wacc': 0.5, 'dividend_yield': 0.1}
290.566 %;150.991 %; 46.721 %;  1.061;  0.440;{'fcfy': 0.3, 'roic_wacc': 0.5, 'dividend_yield': 0.2}
289.225 %;149.651 %; 32.823 %;  1.010;  0.325;{'fcfy': 0.6, 'revenue_growth': 0.4}
288.905 %;149.330 %; 36.047 %;  0.959;  0.376;{'roic_wacc': 0.8, 'revenue_growth': 0.2}
288.877 %;149.302 %; 45.339 %;  1.047;  0.433;{'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
288.652 %;149.077 %; 34.734 %;  0.965;  0.360;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
288.292 %;148.717 %; 35.350 %;  0.953;  0.371;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
288.086 %;148.511 %; 38.545 %;  0.942;  0.409;{'roic_wacc': 0.8, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
288.062 %;148.487 %; 43.864 %;  1.014;  0.433;{'fcfy': 0.5, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
287.685 %;148.110 %; 36.102 %;  0.998;  0.362;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
287.683 %;148.108 %; 49.143 %;  1.075;  0.457;{'roe': 0.2, 'fcfy': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.3}
287.526 %;147.951 %; 41.186 %;  1.033;  0.399;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
287.511 %;147.937 %; 29.110 %;  0.987;  0.295;{'roe': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.5}
287.095 %;147.521 %; 35.366 %;  0.938;  0.377;{'fcfy': 0.1, 'roic_wacc': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
287.020 %;147.446 %; 35.317 %;  0.961;  0.368;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.5}
287.008 %;147.433 %; 33.220 %;  0.957;  0.347;{'roe': 0.1, 'fcfy': 0.1, 'roic_wacc': 0.6, 'revenue_growth': 0.2}
286.263 %;146.688 %; 44.625 %;  1.027;  0.434;{'fcfy': 0.5, 'roic_wacc': 0.3, 'dividend_yield': 0.2}
286.026 %;146.451 %; 34.528 %;  0.972;  0.355;{'roe': 0.3, 'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.2}
285.453 %;145.878 %; 46.267 %;  1.031;  0.449;{'roe': 0.1, 'fcfy': 0.3, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
285.183 %;145.609 %; 32.928 %;  0.965;  0.341;{'fcfy': 0.1, 'revenue_growth': 0.7, 'dividend_yield': 0.2}
284.808 %;145.233 %; 39.269 %;  0.978;  0.402;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.2}
284.449 %;144.874 %; 46.758 %;  1.046;  0.447;{'fcfy': 0.5, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
284.219 %;144.644 %; 40.085 %;  0.988;  0.406;{'roe': 0.1, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.3}
284.048 %;144.473 %; 38.608 %;  1.018;  0.379;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.2}
283.514 %;143.939 %; 44.514 %;  1.018;  0.437;{'fcfy': 0.6, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
283.404 %;143.829 %; 51.047 %;  1.118;  0.457;{'roe': 0.6, 'fcfy': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
282.833 %;143.258 %; 34.512 %;  0.976;  0.354;{'fcfy': 0.1, 'revenue_growth': 0.9}
282.574 %;142.999 %; 37.413 %;  1.023;  0.366;{'fcfy': 0.7, 'revenue_growth': 0.3}
282.075 %;142.501 %; 27.806 %;  0.959;  0.290;{'roe': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.4}
282.034 %;142.459 %; 44.183 %;  1.042;  0.424;{'fcfy': 0.5, 'roic_wacc': 0.5}
281.905 %;142.330 %; 48.129 %;  1.062;  0.453;{'roe': 0.1, 'fcfy': 0.6, 'revenue_growth': 0.3}
281.843 %;142.268 %; 44.281 %;  1.026;  0.431;{'roe': 0.1, 'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
281.700 %;142.125 %; 40.787 %;  1.029;  0.396;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
281.592 %;142.017 %; 38.664 %;  0.967;  0.400;{'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.2}
281.270 %;141.695 %; 39.153 %;  1.007;  0.389;{'roe': 0.3, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.3}
281.160 %;141.585 %; 44.772 %;  1.007;  0.444;{'fcfy': 0.5, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
281.064 %;141.489 %; 16.474 %;  0.975;  0.169;{'roe': 0.2, 'revenue_growth': 0.7, 'dividend_yield': 0.1}
281.058 %;141.483 %; 27.200 %;  0.924;  0.294;{'roe': 0.3, 'roic_wacc': 0.4, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
281.014 %;141.439 %; 27.905 %;  0.944;  0.296;{'roe': 0.5, 'roic_wacc': 0.3, 'revenue_growth': 0.2}
280.470 %;140.895 %; 36.341 %;  0.955;  0.381;{'roe': 0.1, 'fcfy': 0.5, 'roic_wacc': 0.2, 'revenue_growth': 0.2}
280.252 %;140.677 %; 24.746 %;  0.962;  0.257;{'roe': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.5}
280.226 %;140.652 %; 44.149 %;  1.012;  0.436;{'fcfy': 0.6, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
279.748 %;140.174 %; 41.968 %;  0.992;  0.423;{'roe': 0.1, 'fcfy': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
279.737 %;140.162 %; 47.905 %;  1.070;  0.448;{'roe': 0.2, 'fcfy': 0.6, 'revenue_growth': 0.2}
279.507 %;139.932 %; 42.244 %;  0.988;  0.428;{'fcfy': 0.3, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.3}
278.978 %;139.403 %; 43.168 %;  1.005;  0.430;{'roe': 0.1, 'fcfy': 0.5, 'roic_wacc': 0.2, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
278.904 %;139.329 %; 35.453 %;  0.955;  0.371;{'roe': 0.1, 'roic_wacc': 0.7, 'revenue_growth': 0.2}
278.801 %;139.226 %; 26.704 %;  0.943;  0.283;{'roe': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.5, 'dividend_yield': 0.1}
278.243 %;138.668 %; 26.263 %;  0.886;  0.296;{'roe': 0.3, 'roic_wacc': 0.6, 'revenue_growth': 0.1}
278.146 %;138.571 %; 46.102 %;  1.027;  0.449;{'fcfy': 0.4, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
278.075 %;138.500 %; 42.644 %;  1.015;  0.420;{'fcfy': 0.5, 'roic_wacc': 0.4, 'dividend_yield': 0.1}
277.640 %;138.065 %; 36.111 %;  0.932;  0.387;{'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.3}
277.379 %;137.805 %; 35.846 %;  0.948;  0.378;{'roe': 0.2, 'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.3}
277.268 %;137.694 %; 34.027 %;  0.945;  0.360;{'roic_wacc': 0.7, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
276.687 %;137.112 %; 48.308 %;  0.988;  0.489;{'roe': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.4}
276.646 %;137.071 %; 40.978 %;  1.009;  0.406;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
276.552 %;136.977 %; 45.831 %;  1.046;  0.438;{'roe': 0.2, 'fcfy': 0.7, 'revenue_growth': 0.1}
276.349 %;136.774 %; 37.764 %;  0.975;  0.387;{'roe': 0.1, 'fcfy': 0.3, 'revenue_growth': 0.4, 'dividend_yield': 0.2}
275.977 %;136.402 %; 40.595 %;  1.005;  0.404;{'fcfy': 0.4, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
275.476 %;135.901 %; 41.987 %;  0.994;  0.422;{'fcfy': 0.6, 'roic_wacc': 0.2, 'revenue_growth': 0.2}
275.377 %;135.802 %; 42.020 %;  0.965;  0.435;{'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
274.855 %;135.280 %; 49.360 %;  1.080;  0.457;{'roe': 0.4, 'fcfy': 0.4, 'revenue_growth': 0.2}
274.803 %;135.228 %; 34.718 %;  0.961;  0.361;{'roe': 0.5, 'fcfy': 0.1, 'roic_wacc': 0.3, 'revenue_growth': 0.1}
274.615 %;135.040 %; 23.099 %;  0.940;  0.246;{'roe': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.4}
274.581 %;135.006 %; 25.650 %;  0.940;  0.273;{'roe': 0.3, 'roic_wacc': 0.4, 'revenue_growth': 0.3}
274.500 %;134.925 %; 39.857 %;  0.985;  0.405;{'roe': 0.2, 'fcfy': 0.3, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
274.057 %;134.482 %; 42.782 %;  1.000;  0.428;{'fcfy': 0.7, 'roic_wacc': 0.2, 'revenue_growth': 0.1}
273.993 %;134.419 %; 31.669 %;  0.982;  0.322;{'roe': 0.3, 'revenue_growth': 0.5, 'dividend_yield': 0.2}
273.859 %;134.284 %; 25.258 %;  0.934;  0.270;{'roe': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.5, 'dividend_yield': 0.2}
273.677 %;134.102 %; 22.517 %;  0.924;  0.244;{'roe': 0.5, 'roic_wacc': 0.2, 'revenue_growth': 0.3}
273.648 %;134.073 %; 26.623 %;  0.920;  0.289;{'roe': 0.1, 'roic_wacc': 0.6, 'revenue_growth': 0.3}
273.574 %;133.999 %; 35.996 %;  0.929;  0.387;{'fcfy': 0.3, 'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
273.516 %;133.941 %; 43.701 %;  1.005;  0.435;{'roe': 0.1, 'fcfy': 0.6, 'roic_wacc': 0.2, 'dividend_yield': 0.1}
273.443 %;133.868 %; 42.931 %;  1.001;  0.429;{'roe': 0.1, 'fcfy': 0.3, 'roic_wacc': 0.3, 'dividend_yield': 0.3}
272.752 %;133.177 %; 42.286 %;  1.023;  0.413;{'fcfy': 0.5, 'roic_wacc': 0.4, 'revenue_growth': 0.1}
272.303 %;132.728 %; 27.812 %;  0.958;  0.290;{'fcfy': 0.4, 'revenue_growth': 0.5, 'dividend_yield': 0.1}
272.015 %;132.440 %; 41.363 %;  0.960;  0.431;{'fcfy': 0.4, 'roic_wacc': 0.1, 'dividend_yield': 0.5}
271.683 %;132.108 %; 34.650 %;  0.947;  0.366;{'roe': 0.3, 'fcfy': 0.1, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
271.593 %;132.018 %; 46.395 %;  1.055;  0.440;{'roe': 0.3, 'fcfy': 0.5, 'revenue_growth': 0.2}
271.089 %;131.515 %; 41.207 %;  0.992;  0.415;{'fcfy': 0.2, 'roic_wacc': 0.2, 'revenue_growth': 0.3, 'dividend_yield': 0.3}
270.912 %;131.337 %; 43.389 %;  0.985;  0.441;{'fcfy': 0.4, 'roic_wacc': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
270.838 %;131.264 %; 43.205 %;  0.983;  0.440;{'fcfy': 0.4, 'roic_wacc': 0.1, 'revenue_growth': 0.3, 'dividend_yield': 0.2}
270.811 %;131.236 %; 46.314 %;  0.870;  0.533;{'roe': 0.2, 'revenue_growth': 0.2, 'dividend_yield': 0.6}
270.752 %;131.177 %; 43.027 %;  1.010;  0.426;{'fcfy': 0.3, 'roic_wacc': 0.4, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
270.693 %;131.118 %; 42.669 %;  0.992;  0.430;{'fcfy': 0.7, 'roic_wacc': 0.3}
270.641 %;131.067 %; 36.355 %;  0.932;  0.390;{'fcfy': 0.1, 'roic_wacc': 0.7, 'dividend_yield': 0.2}
270.564 %;130.990 %; 35.876 %;  0.920;  0.390;{'fcfy': 0.1, 'roic_wacc': 0.5, 'revenue_growth': 0.1, 'dividend_yield': 0.3}
270.549 %;130.974 %; 43.900 %;  1.002;  0.438;{'fcfy': 0.6, 'roic_wacc': 0.3, 'dividend_yield': 0.1}
270.530 %;130.956 %; 28.624 %;  0.938;  0.305;{'roe': 0.2, 'roic_wacc': 0.5, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
270.450 %;130.875 %; 25.080 %;  0.926;  0.271;{'roe': 0.2, 'roic_wacc': 0.4, 'revenue_growth': 0.4}
270.219 %;130.644 %; 36.821 %;  0.971;  0.379;{'roe': 0.2, 'fcfy': 0.2, 'roic_wacc': 0.3, 'revenue_growth': 0.1, 'dividend_yield': 0.2}
270.078 %;130.503 %; 45.915 %;  1.042;  0.441;{'roe': 0.1, 'fcfy': 0.7, 'revenue_growth': 0.2}
270.056 %;130.482 %; 38.125 %;  0.953;  0.400;{'roe': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.4, 'dividend_yield': 0.3}
269.635 %;130.060 %; 38.576 %;  0.957;  0.403;{'roe': 0.1, 'fcfy': 0.5, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
269.510 %;129.935 %; 27.365 %;  0.858;  0.319;{'roe': 0.1, 'roic_wacc': 0.7, 'revenue_growth': 0.1, 'dividend_yield': 0.1}
269.397 %;129.822 %; 22.741 %;  0.901;  0.252;{'roic_wacc': 0.2, 'revenue_growth': 0.5, 'dividend_yield': 0.3}
269.115 %;129.541 %; 43.280 %;  1.019;  0.425;{'roe': 0.1, 'fcfy': 0.8, 'revenue_growth': 0.1}
269.097 %;129.522 %; 42.135 %;  0.990;  0.425;{'fcfy': 0.4, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.1}
269.000 %;129.425 %; 36.553 %;  1.005;  0.364;{'fcfy': 0.6, 'revenue_growth': 0.3, 'dividend_yield': 0.1}
268.852 %;129.277 %; 41.158 %;  0.982;  0.419;{'roe': 0.1, 'fcfy': 0.6, 'roic_wacc': 0.2, 'revenue_growth': 0.1}
268.789 %;129.214 %; 42.316 %;  0.993;  0.426;{'fcfy': 0.3, 'roic_wacc': 0.3, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
268.552 %;128.978 %; 39.718 %;  0.997;  0.399;{'roe': 0.4, 'fcfy': 0.1, 'roic_wacc': 0.1, 'revenue_growth': 0.2, 'dividend_yield': 0.2}
268.436 %;128.861 %; 36.520 %;  0.972;  0.376;{'roe': 0.4, 'fcfy': 0.2, 'roic_wacc': 0.1, 'revenue_growth': 0.3}
268.356 %;128.781 %; 40.580 %;  0.944;  0.430;{'fcfy': 0.6, 'roic_wacc': 0.2, 'dividend_yield': 0.2}
267.857 %;128.282 %; 48.941 %;  0.883;  0.554;{'roic_wacc': 0.8, 'dividend_yield': 0.2}
267.700 %;128.125 %; 40.351 %;  0.961;  0.420;{'fcfy': 0.4, 'roic_wacc': 0.4, 'dividend_yield': 0.2}
