"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Info";"Info";"Kursutveck.";"Utdelning";"P/E";"P/S";"P/B";"EV";"ROIC";"Antal Aktier";"ROE";"Vinst/Aktie";"FCF";"Vinsttillväxt";"Börsvärde"
"Santa Fe Group";"Denmark";"Small Cap";"Finans & Fastighet";"Investmentbolag";"SFG";"Aktier";"Q1-2018";-0.5261629;"";60.12542;0.1870221;0.7035823;"";"";"";"";"";"";"";""
"SAS";"Sverige";"Mid Cap";"Industri";"Tjänster & Leverans";"SAS";"Aktier";"Q2-2018";-0.8432343;"";4.377477;0.1462291;1.041313;25978.91;0.004407217;274.1667;-0.03810967;-1.91812;519.4667;"";20002.38
"SAS ddk";"Denmark";"Mid Cap";"Industri";"Tjänster & Leverans";"SAS DDK";"Aktier";"Q2-2018";-0.7878078;"";4.108195;0.1372334;0.9772538;16572.73;0.004407217;274.1667;-0.03810967;-1.353607;442.7773;"";11771.31
"SAS Nok";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"SAS NOK";"Aktier";"Q2-2018";"";"";4.048148;0.1442827;0.9995019;17155.32;0.004896301;274.1667;-0.03750791;-1.53898;518.9674;"";11923.14
"SAS Pref";"Sverige";"Mid Cap";"Industri";"Tjänster & Leverans";"SAS PREF";"Pref";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"SavoSolar";"Sverige";"First North";"Kraftförsörjning";"Energiproducenter";"SAVOS";"Aktier";"Q4-2017";"";"";-0.5616235;3.696009;0.8650633;"";"";"";"";"";"";"";""
"SavoSolar Oyj";"Finland";"First North";"Kraftförsörjning";"Energiproducenter";"SAVOH";"Aktier";"Q4-2017";"";"";-0.5141388;3.382737;0.7917438;"";"";"";"";"";"";"";""
"Saxlund";"Sverige";"First North";"Industri";"Produktion";"SAXG";"Aktier";"Q1-2018";"";"";-0.9248132;0.1315277;1.046247;"";"";"";"";"";"";"";""
"Sbanken";"Norge";"OB Match";"Finans & Fastighet";"Bank";"SBANK";"Aktier";"Q4-2017";"";"";13.44362;6.630761;1.521174;"";"";"";"";"";"";"";""
"SCA A";"Sverige";"Large Cap";"Material";"Skog";"SCA A";"Pref";"Q1-2018";0.1282201;4.014667;94.20358;-11.98497;1.949434;126410.1;0.04529547;703.7932;0.0692813;6.352227;998.3333;-0.1201136;93328.09
"SCA B";"Sverige";"Large Cap";"Material";"Skog";"SCA B";"Aktier";"Q1-2018";0.1199744;4.014667;93.68855;-11.91944;1.938776;126111.7;0.04529547;703.7932;0.0692813;6.352227;998.3333;-0.1201136;93029.66
"ScandBook";"Sverige";"First North";"Industri";"Produktion";"SBOK";"Aktier";"Q1-2018";"";"";16.58641;0.1941783;0.3458656;"";"";"";"";"";"";"";""
"Scandi Standard";"Sverige";"Mid Cap";"Dagligvaror";"Konsumentprodukter";"SCST";"Aktier";"Q1-2018";"";"";20.86096;0.4937267;2.389277;"";"";"";"";"";"";"";""
"Scandic Hotels";"Sverige";"Mid Cap";"Sällanköpsvaror";"Hotell, restaurang & nöje";"SHOT";"Aktier";"Q1-2018";"";"";14.8644;0.5837861;1.20163;"";"";"";"";"";"";"";""
"ScandiDos";"Sverige";"First North";"Hälsovård";"Sjukvård";"SDOS";"Aktier";"Q3-2018";"";"";-9.202273;2.734315;2.744667;"";"";"";"";"";"";"";""
"Scandinavian Airport & Road";"Sverige";"NGM";"Industri";"Tjänster & Leverans";"SARS MTF";"Aktier";"Q4-2017";"";"";44.61326;1.345425;5.317152;"";"";"";"";"";"";"";""
"Scandinavian Brake";"Denmark";"Small Cap";"Sällanköpsvaror";"Återförsäljare";"SBS";"Aktier";"Q4-2017";0;"";4.233976;0.1134803;-0.5027607;"";"";"";"";"";"";"";""
"Scandinavian Enviro";"Sverige";"First North";"Industri";"Produktion";"SES";"Aktier";"Q1-2018";"";"";-3.753609;70.65537;1.308999;"";"";"";"";"";"";"";""
"Scandinavian Private";"Denmark";"Small Cap";"Finans & Fastighet";"Investmentbolag";"SPEAS";"Aktier";"Q4-2018";"";"";144.0618;125.6147;6.430083;"";"";"";"";"";"";"";""
"Scandinavian Tobacco";"Denmark";"Large Cap";"Dagligvaror";"Konsumentprodukter";"STG";"Aktier";"Q1-2018";"";"";13.41564;1.52676;1.158869;"";"";"";"";"";"";"";""
"Scanfil";"Finland";"Mid Cap";"Informationsteknik";"Elektronisk utrustning";"SCANFL";"Aktier";"Q1-2018";"";"";10.63108;0.5338212;2.22601;"";"";"";"";"";"";"";""
"Scanship";"Norge";"Oslo Axess";"Industri";"Tjänster & Leverans";"SSHIP";"Aktier";"Q2-2017";"";"";460.6383;2.027162;8.092778;"";"";"";"";"";"";"";""
"Scatec Solar";"Norge";"OB Match";"Kraftförsörjning";"Energiproducenter";"SSO";"Aktier";"Q1-2018";"";"";18.91559;3.99635;4.897023;"";"";"";"";"";"";"";""
"Schibsted A";"Norge";"OBX";"Sällanköpsvaror";"Media";"SCHA";"Aktier";"Q1-2018";5.836548;"";25.15139;3.282754;3.944686;"";"";"";"";"";"";"";""
"Schibsted B";"Norge";"OB Match";"Sällanköpsvaror";"Media";"SCHB";"Pref";"Q1-2018";"";"";24.00143;3.132662;3.764329;"";"";"";"";"";"";"";""
"Schouw & Co.";"Denmark";"Large Cap";"Finans & Fastighet";"Investmentbolag";"SCHO";"Aktier";"Q1-2018";9.660465;"";16.71226;0.8446295;1.741185;"";"";"";"";"";"";"";""
"Scibase";"Sverige";"First North";"Hälsovård";"Sjukvård";"SCIB";"Aktier";"Q1-2018";"";"";-2.871795;16.51654;1.097767;"";"";"";"";"";"";"";""
"Scout Gaming";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"SCOUT";"Aktier";"Q1-2018";"";"";-18.65623;93.97324;10.96632;"";"";"";"";"";"";"";""
"Sdiptech";"Sverige";"First North";"Industri";"Produktion";"SDIP B";"Aktier";"Q1-2018";"";"";10.34339;0.9490414;1.171285;"";"";"";"";"";"";"";""
"Sdiptech Pref";"Sverige";"First North";"Industri";"Produktion";"SDIP PREF";"Pref";"Q4-2017";"";"";"";"";"";"";"";"";"";"";"";"";""
"SeaBird Exploration";"Norge";"OB Match";"Energi";"Olja & Gas";"SBX";"Aktier";"Q1-2018";"";"";-0.0322974;0.09093837;0.09363241;"";"";"";"";"";"";"";""
"Seadrill";"Norge";"OB Match";"Energi";"Olja & Gas";"SDRL";"Aktier";"Q1-2017";"";"";-1.527133;0.07489563;0.02213288;"";"";"";"";"";"";"";""
"Seafire";"Sverige";"NGM";"Finans & Fastighet";"Investmentbolag";"SEA MTF";"Aktier";"Q4-2017";"";"";-5.15722;0.8891834;1.161608;"";"";"";"";"";"";"";""
"Sealwacs";"Sverige";"Aktietorget";"Industri";"Produktion";"SEAL";"Aktier";"Q1-2018";"";"";-6.312098;"";2.57561;"";"";"";"";"";"";"";""
"Seamless Distribution Systems";"Sverige";"First North";"Informationsteknik";"Elektronisk utrustning";"SDS";"Aktier";"Q4-2017";"";"";-35.03185;0.7998738;3.723574;"";"";"";"";"";"";"";""
"SeaTwirl";"Sverige";"First North";"Kraftförsörjning";"Energiproducenter";"STW";"Aktier";"Q2-2018";"";"";-8.618886;14.73361;1.373071;"";"";"";"";"";"";"";""
"SEB A";"Sverige";"Large Cap";"Finans & Fastighet";"Bank";"SEB A";"Aktier";"Q1-2018";0.8941869;3.552667;10.95902;3.867591;1.342469;277613.5;0.00547318;1771.429;0.1262457;7.397474;-7178.933;0.006854875;126937.2
"SEB C";"Sverige";"Large Cap";"Finans & Fastighet";"Bank";"SEB C";"Pref";"Q1-2018";1.179183;3.552667;11.11942;3.924199;1.362119;275795.7;0.00547318;1771.429;0.1262457;7.397474;-7178.933;0.006854875;125119.5
"SECITS Holding";"Sverige";"First North";"Informationsteknik";"IT-Tjänster";"SECI";"Aktier";"Q4-2017";"";"";-4.170455;2.001973;2.497975;"";"";"";"";"";"";"";""
"Sectra";"Sverige";"Mid Cap";"Hälsovård";"Sjukvård";"SECT B";"Aktier";"Q4-2018";5.617114;2.633333;42.10648;6.447753;13.77572;2606.053;0.3522602;36.81374;0.1579659;2.593153;54.80961;0.0808664;2867.903
"Securitas";"Sverige";"Large Cap";"Industri";"Tjänster & Leverans";"SECU B";"Aktier";"Q1-2018";3.333384;3.256667;18.70731;0.5629153;3.184093;42088.29;0.09706072;365.0597;0.1820662;5.5923;789.5734;0.05553447;30987.29
"Sedana Medical";"Sverige";"First North";"Hälsovård";"Läkemedel";"SEDANA";"Aktier";"Q1-2018";"";"";-349.4758;24.57716;10.24879;"";"";"";"";"";"";"";""
"Self Storage";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"SSG";"Aktier";"Q1-2018";"";"";22.72411;4.720415;1.896299;"";"";"";"";"";"";"";""
"Selvaag Bolig";"Norge";"OB Match";"Finans & Fastighet";"Fastigheter";"SBO";"Aktier";"Q4-2017";"";"";10.11758;1.271514;1.441174;"";"";"";"";"";"";"";""
"Semafo";"Sverige";"Mid Cap";"Material";"Gruv & Metall";"SMF";"Aktier";"Q4-2017";"";"";48.8344;3.777343;1.3411;"";"";"";"";"";"";"";""
"Semcon";"Sverige";"Small Cap";"Industri";"Tjänster & Leverans";"SEMC";"Aktier";"Q1-2018";5.519337;1.033333;14.72019;0.608615;1.834621;988.052;0.1068053;17.9328;0.1132623;2.763247;30.6656;"";844.3575
"Sensec Holding";"Sverige";"NGM";"Industri";"Tjänster & Leverans";"SECS MTF";"Aktier";"Q1-2018";"";"";77.5974;1.402613;6.273442;"";"";"";"";"";"";"";""
"SensoDetect";"Sverige";"Aktietorget";"Hälsovård";"Sjukvård";"SDET";"Aktier";"Q1-2018";"";"";-4.027184;246.2857;4.424122;"";"";"";"";"";"";"";""
"Sensori";"Sverige";"NGM";"Hälsovård";"Sjukvård";"SORI MTF";"Aktier";"Q4-2017";"";"";-10.52454;68.92492;3.151299;"";"";"";"";"";"";"";""
"Sensys Gatso";"Sverige";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"SENS";"Aktier";"Q1-2018";2.736327;0.003333333;-20.03086;3.729886;2.621247;762.3181;0.02708903;422.8995;-0.02446556;0.001486668;-3.364534;"";745.4547
"SenzaGen";"Sverige";"First North";"Hälsovård";"Läkemedel";"SENZA";"Aktier";"Q4-2017";"";"";-48.78629;48.041;6.275626;"";"";"";"";"";"";"";""
"Senzime";"Sverige";"First North";"Hälsovård";"Sjukvård";"SEZI";"Aktier";"Q1-2018";"";"";-32.07134;2152.343;2.600666;"";"";"";"";"";"";"";""
"Serneke";"Sverige";"Mid Cap";"Industri";"Byggnation";"SRNKE B";"Aktier";"Q1-2018";"";"";6.656444;0.3679371;1.177399;"";"";"";"";"";"";"";""
"Serstech";"Sverige";"First North";"Informationsteknik";"Elektronisk utrustning";"SERT";"Aktier";"Q1-2018";"";"";-20.3252;5.085614;2.086943;"";"";"";"";"";"";"";""
"Sevan Drilling";"Norge";"OB Match";"Energi";"Olja & Gas";"SEVDR";"Aktier";"Q2-2017";"";"";-0.05358233;0.0206464;0.01673458;"";"";"";"";"";"";"";""
"Sevan Marine";"Norge";"OB Match";"Energi";"Olja & Gas";"SEVAN";"Aktier";"Q4-2017";"";"";-23.3463;14.53232;4.295618;"";"";"";"";"";"";"";""
"ShaMaran";"Sverige";"First North";"Energi";"Olja & Gas";"SNM";"Aktier";"Q1-2018";"";"";129.2683;3.069043;0.8157613;"";"";"";"";"";"";"";""
"Shortcut Media";"Sverige";"Aktietorget";"Sällanköpsvaror";"Media";"SMG";"Aktier";"Q1-2018";"";"";-3.309067;0.2961171;0.9867574;"";"";"";"";"";"";"";""
"Siem Offshore";"Norge";"OB Standard";"Energi";"Olja & Gas";"SIOFF";"Aktier";"Q1-2018";"";"";-1.506818;0.6405783;0.5846458;"";"";"";"";"";"";"";""
"Sievi Capital";"Finland";"Small Cap";"Finans & Fastighet";"Investmentbolag";"SIEVI";"Aktier";"Q4-2017";0.3667993;"";9.93228;"";2.375383;"";"";"";"";"";"";"";""
"Siili Solutions";"Finland";"Small Cap";"Informationsteknik";"IT-Tjänster";"SIILI";"Aktier";"Q4-2017";"";"";19.69327;1.348538;3.75924;"";"";"";"";"";"";"";""
"Silkeborg IF";"Denmark";"Small Cap";"Sällanköpsvaror";"Hotell, restaurang & nöje";"SIF";"Aktier";"Q4-2017";"";"";9.946388;1.455741;0.7925972;"";"";"";"";"";"";"";""
"Silmäasema";"Finland";"Small Cap";"Hälsovård";"Sjukvård";"SILMA";"Aktier";"Q1-2018";"";"";-2390.909;0.6256688;1.905142;"";"";"";"";"";"";"";""
"SimCorp";"Denmark";"Large Cap";"Informationsteknik";"IT-Tjänster";"SIM";"Aktier";"Q1-2018";29.65672;"";37.15845;7.760909;27.34662;"";"";"";"";"";"";"";""
"Simris Alg";"Sverige";"First North";"Dagligvaror";"Livsmedel";"SIMRIS B";"Aktier";"Q1-2018";"";"";-3.969793;99.44505;2.468599;"";"";"";"";"";"";"";""
"Sino Agro Food";"Norge";"Merkur Market";"Dagligvaror";"Konsumentprodukter";"SIAF-ME";"Aktier";"Q3-2017";"";"";0.1167341;0.05041748;0.01416156;"";"";"";"";"";"";"";""
"SinterCast";"Sverige";"Small Cap";"Industri";"Produktion";"SINT";"Aktier";"Q1-2018";0.871148;1.306667;28.79251;8.304539;6.288249;445.1498;0.1064985;6.432668;0.02824811;0.89206;3.86;"";477.8631
"Sivers IMA";"Sverige";"First North";"Informationsteknik";"Elektronisk utrustning";"SIVE";"Aktier";"Q1-2018";"";"";-8.160564;4.666198;1.843872;"";"";"";"";"";"";"";""
"SJR";"Sverige";"First North";"Industri";"Bemanning";"SJR B";"Aktier";"Q1-2018";"";"";14.92978;1.214413;6.825;"";"";"";"";"";"";"";""
"Sjöstrand Coffee";"Sverige";"Aktietorget";"Sällanköpsvaror";"Konsument";"SCC B";"Aktier";"Q1-2018";"";"";-1.760195;0.7525889;3.878869;"";"";"";"";"";"";"";""
"SKAKO";"Denmark";"Small Cap";"Industri";"Byggprodukter";"SKAKO";"Aktier";"Q4-2017";"";"";-43.76765;0.7694636;2.817116;"";"";"";"";"";"";"";""
"Skanska";"Sverige";"Large Cap";"Industri";"Byggnation";"SKA B";"Aktier";"Q1-2018";2.910287;7.183333;22.82853;0.4204263;2.385433;49640.66;0.2025491;413.3677;0.1913962;9.833814;3102.2;0.005443185;53507.26
"SKF A";"Sverige";"Large Cap";"Industri";"Produktion";"SKF A";"Pref";"Q1-2018";2.751213;6.25;13.69367;1.004234;2.548197;77914.5;0.1064579;455.3491;0.185191;9.100959;2756.2;0.07197195;61907.36
"SKF B";"Sverige";"Large Cap";"Industri";"Produktion";"SKF B";"Aktier";"Q1-2018";3.047564;6.25;13.72909;1.006831;2.554787;78147.08;0.1064579;455.3491;0.185191;9.100959;2756.2;0.07197195;62139.95
"SkiStar";"Sverige";"Mid Cap";"Sällanköpsvaror";"Hotell, restaurang & nöje";"SKIS B";"Aktier";"Q2-2018";4.848276;4;15.61745;3.056085;3.40128;5989.396;0.09491152;39.242;0.1685773;6.441961;99.70261;0.09413662;4314.602
"Skjern Bank";"Denmark";"Small Cap";"Finans & Fastighet";"Bank";"SKJE";"Aktier";"Q1-2018";-0.4116586;"";3.566652;2.124678;0.7360944;"";"";"";"";"";"";"";""
"Skåne-möllan";"Sverige";"First North";"Dagligvaror";"Livsmedel";"SKMO";"Aktier";"Q1-2018";"";12.33333;38.64365;2.664268;3.088256;320.1183;0.1777011;1.045333;0.1286721;14.51301;13.04665;-0.003866451;360.8184
"Skånska Energi";"Sverige";"First North";"Kraftförsörjning";"Energiproducenter";"SEAB B";"Aktier";"Q1-2018";"";"";18.90333;1.700986;2.554733;"";"";"";"";"";"";"";""
"Sleepo";"Sverige";"Aktietorget";"Sällanköpsvaror";"Konsument";"SLEEP";"Aktier";"Q3-2018";"";"";-22.13789;0.5918844;25.2586;"";"";"";"";"";"";"";""
"Slottsviken A";"Sverige";"Aktietorget";"Finans & Fastighet";"Fastigheter";"SLOTT A";"Pref";"Q1-2018";"";"";-47.94007;5.49007;1.842395;"";"";"";"";"";"";"";""
"Slottsviken B";"Sverige";"Aktietorget";"Finans & Fastighet";"Fastigheter";"SLOTT B";"Aktier";"Q1-2018";"";"";-22.09738;2.530579;0.8492287;"";"";"";"";"";"";"";""
"Small Cap Danmark";"Denmark";"Small Cap";"Finans & Fastighet";"Investmentbolag";"SCD";"Aktier";"Q1-2018";"";"";116.1826;"";2.13205;"";"";"";"";"";"";"";""
"Smart Energy";"Sverige";"NGM";"Energi";"Olja & Gas";"SEGR MTF";"Aktier";"Q4-2017";"";"";-7.53012;0.1365667;1.504456;"";"";"";"";"";"";"";""
"Smart Eye";"Sverige";"First North";"Informationsteknik";"Elektronisk utrustning";"SEYE";"Aktier";"Q1-2018";"";"";-7.52388;5.437201;3.370968;"";"";"";"";"";"";"";""
"Smoltek";"Sverige";"Aktietorget";"Industri";"Produktion";"SMOL";"Aktier";"Q4-2017";"";"";-26.72358;68.35337;5.079092;"";"";"";"";"";"";"";""
"Snap Inc.";"USA";"NYSE & Nasdaq
";"Informationsteknik";"Programvara & Internet";"SNAP";"Aktier";"Q2-2017";"";"";-3.956989;"";3.402596;"";"";"";"";"";"";"";""
"Softronic";"Sverige";"Small Cap";"Informationsteknik";"IT-Tjänster";"SOF B";"Aktier";"Q1-2018";9.428572;0.4266667;20.47494;1.686412;4.236173;330.652;0.2354447;50.55901;0.1557656;0.5797732;24.90093;"";386.2188
"Solar";"Denmark";"Mid Cap";"Industri";"Byggprodukter";"SOLAR B";"Aktier";"Q1-2018";1.528125;"";-131.1141;0.2757198;1.891811;"";"";"";"";"";"";"";""
"Solnaberg";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"SOLNA";"Aktier";"Q4-2017";"";"";83.20776;8.475683;1.437145;"";"";"";"";"";"";"";""
"Solon Eiendom";"Norge";"OB Match";"Hälsovård";"Läkemedel";"BIONOR";"Aktier";"Q1-2018";-0.9417132;"";2237.037;1.27988;2.457503;"";"";"";"";"";"";"";""
"Solstad Farstad";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"SOFF";"Aktier";"Q1-2018";-0.8493507;"";-2.282746;0.4130794;0.3817397;"";"";"";"";"";"";"";""
"SolTech Energy";"Sverige";"First North";"Kraftförsörjning";"Energiproducenter";"SOLT";"Aktier";"Q4-2017";"";"";-13.69325;5.833206;1.93328;"";"";"";"";"";"";"";""
"Solteq";"Finland";"Small Cap";"Informationsteknik";"IT-Tjänster";"SOLTEQ";"Aktier";"Q1-2018";1.113642;"";-48.73418;0.4489365;1.244333;"";"";"";"";"";"";"";""
"Sonetel";"Sverige";"First North";"Telekommunikation";"Telekommunikationstjänster";"SONE";"Aktier";"Q3-2018";"";"";-7.049819;1.611844;1.291789;"";"";"";"";"";"";"";""
"Songa Bulk";"Norge";"Oslo Axess";"Industri";"Tjänster & Leverans";"SBULK";"Aktier";"Q4-2017";"";"";480.6565;6.65457;1.086419;"";"";"";"";"";"";"";""
"Soprano";"Finland";"Small Cap";"Informationsteknik";"IT-Tjänster";"SOPRA";"Aktier";"Q4-2017";"";"";14.02556;0.4856252;1.344872;"";"";"";"";"";"";"";""
"Sotkamo Silver";"Sverige";"NGM";"Material";"Gruv & Metall";"SOSI";"Aktier";"Q1-2018";"";"";-65.67426;4080.743;1.105815;"";"";"";"";"";"";"";""
"Sotkamo Silver Oyj";"Finland";"Small Cap";"Material";"Gruv & Metall";"SOSI1";"Aktier";"Q1-2018";"";"";-61.35593;3753.462;1.01665;"";"";"";"";"";"";"";""
"SP Group";"Denmark";"Mid Cap";"Industri";"Produktion";"SPG";"Aktier";"Q1-2018";7.928571;"";16.61273;1.208092;5.151739;"";"";"";"";"";"";"";""
"Spago Nanomedical";"Sverige";"Aktietorget";"Hälsovård";"Bioteknik";"SPAG";"Aktier";"Q1-2018";"";"";-17.65302;7.566808;1.534177;"";"";"";"";"";"";"";""
"Spar Nord Bank";"Denmark";"Large Cap";"Finans & Fastighet";"Bank";"SPNO";"Aktier";"Q1-2018";1.657967;"";9.391913;3.297389;0.9772876;"";"";"";"";"";"";"";""
"SpareBank";"Norge";"OB Match";"Finans & Fastighet";"Bank";"SRBANK";"Aktier";"Q1-2018";3.072552;"";9.300055;3.787501;1.002945;"";"";"";"";"";"";"";""
"Sparekassen Sjaelland";"Denmark";"Mid Cap";"Finans & Fastighet";"Bank";"SPKSJF";"Aktier";"Q1-2018";"";"";5.060824;1.402857;0.5032391;"";"";"";"";"";"";"";""
"SpectraCure";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"SPEC";"Aktier";"Q1-2018";"";"";-99.18033;229.9366;28.64948;"";"";"";"";"";"";"";""
"Spectrum";"Norge";"OB Match";"Energi";"Olja & Gas";"SPU";"Aktier";"Q1-2018";"";"";-13.02694;3.620036;2.879195;"";"";"";"";"";"";"";""
"SpiffX";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"SPIFFX";"Aktier";"Q1-2018";"";"";-9.170094;213.5528;95.7241;"";"";"";"";"";"";"";""
"Spiltan";"Sverige";"Alternativa";"Finans & Fastighet";"Investmentbolag";"SPILTAN";"Aktier";"Q4-2016";"";"";13.07566;65.86835;7.680399;"";"";"";"";"";"";"";""
"Spintso International";"Sverige";"NGM";"Informationsteknik";"Elektronisk utrustning";"SPIN MTF";"Aktier";"Q4-2017";"";"";-1.411632;0.6879618;2.240623;"";"";"";"";"";"";"";""
"Sportamore";"Sverige";"Small Cap";"Sällanköpsvaror";"Återförsäljare";"SPOR";"Aktier";"Q1-2018";"";"";-72.21705;1.255829;4.607549;"";"";"";"";"";"";"";""
"Spotify";"USA";"NYSE & Nasdaq
";"Informationsteknik";"IT-Tjänster";"SPOT";"Aktier";"Q1-2018";"";"";-16.04376;4.982545;133.9098;"";"";"";"";"";"";"";""
"Sprint Bioscience";"Sverige";"First North";"Hälsovård";"Läkemedel";"SPRINT";"Aktier";"Q1-2018";"";"";-18.4517;2.066137;1.256766;"";"";"";"";"";"";"";""
"SRV Yhtiöt";"Finland";"Mid Cap";"Industri";"Byggnation";"SRV1V";"Aktier";"Q1-2018";"";"";-14.47297;0.1420782;0.5960196;"";"";"";"";"";"";"";""
"SSAB A";"Sverige";"Large Cap";"Material";"Gruv & Metall";"SSAB A";"Aktier";"Q1-2018";0.4669133;1.8;20.24866;0.73568;0.9015643;46885.83;0.06525494;470.7;0.0826904;5.123933;-536.9333;-0.01005971;30992.63
"SSAB A Oyj";"Finland";"Large Cap";"Material";"Gruv & Metall";"SSABAH";"Pref";"Q1-2018";"";0.19104;19.77561;0.717806;0.9068996;2794.46;0.06532692;470.7;0.08278053;0.53508;-86.21603;-0.01734741;1086.566
"SSAB B";"Sverige";"Large Cap";"Material";"Gruv & Metall";"SSAB B";"Pref";"Q1-2018";0.6719531;1.8;16.10851;0.5852588;0.7172254;37604.11;0.06525494;470.7;0.0826904;5.123933;-536.9333;-0.01005971;21710.91
"SSAB B Oyj";"Finland";"Large Cap";"Material";"Gruv & Metall";"SSABBH";"Aktier";"Q1-2018";"";0.19104;15.80017;0.5735071;0.7245878;2612.844;0.06532692;470.7;0.08278053;0.53508;-86.21603;-0.01734741;904.9504
"SSH Communications";"Finland";"Small Cap";"Informationsteknik";"Kommunikation";"SSH1V";"Aktier";"Q1-2018";"";"";-198.0769;4.423936;6.490858;"";"";"";"";"";"";"";""
"SSM Holding";"Sverige";"Mid Cap";"Industri";"Byggnation";"SSM";"Aktier";"Q1-2018";"";"";5.208851;1.384102;0.6822895;"";"";"";"";"";"";"";""
"Star Vault";"Sverige";"Aktietorget";"Sällanköpsvaror";"Betting & Spel";"STVA B";"Aktier";"Q1-2018";"";"";-0.05397588;0.0749547;0.004869093;"";"";"";"";"";"";"";""
"Starbreeze A";"Sverige";"Mid Cap";"Sällanköpsvaror";"Betting & Spel";"STAR A";"Pref";"Q1-2018";"";"";-0.7656198;0.03678346;0.002654533;-23693.71;-0.2504429;134.4972;-0.1088129;-1.22704;-15049.82;"";1081.109
"Starbreeze B";"Sverige";"Mid Cap";"Sällanköpsvaror";"Betting & Spel";"STAR B";"Aktier";"Q1-2018";"";"";-37.80754;6.881442;2.679722;1114.541;-0.2536489;134.4972;-0.113308;-0.05849333;-112.1687;"";1231.572
"Starbucks";"USA";"NYSE & Nasdaq
";"Dagligvaror";"Konsumentprodukter";"SBUX";"Aktier";"Q4-2017";8.861386;"";29.01657;3.738815;15.33812;"";"";"";"";"";"";"";""
"Stendörren";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"STEF B";"Aktier";"Q1-2018";"";"";5.762238;5.134301;0.9751838;"";"";"";"";"";"";"";""
"Stille";"Sverige";"First North";"Hälsovård";"Sjukvård";"STIL";"Aktier";"Q1-2018";0.8666667;0.3466667;22.91594;2.980482;4.852946;123.8094;-0.002798925;4.404666;-0.3928569;0.1167267;2.4736;"";124.5559
"Stillfront";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"SF";"Aktier";"Q1-2018";"";"";43.81104;9.842416;6.856015;"";"";"";"";"";"";"";""
"Stockmann A";"Finland";"Mid Cap";"Sällanköpsvaror";"Konsument";"STCAS";"Pref";"Q1-2018";-0.7327775;"";-1.337072;0.2773844;0.3318158;"";"";"";"";"";"";"";""
"Stockmann B";"Finland";"Mid Cap";"Sällanköpsvaror";"Konsument";"STCBV";"Aktier";"Q1-2018";-0.7334573;"";-1.333652;0.276675;0.3309671;"";"";"";"";"";"";"";""
"Stockwik";"Sverige";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"STWK";"Aktier";"Q1-2018";"";"";8.641509;0.8185136;2.726477;"";"";"";"";"";"";"";""
"Stolt-Nielsen";"Norge";"OB Match";"Industri";"Handel & Distribution";"SNI";"Aktier";"Q1-2018";1.396;"";12.89725;0.4649961;0.6123349;"";"";"";"";"";"";"";""
"Stora Enso A";"Sverige";"Large Cap";"Material";"Skog";"STE A";"Pref";"Q1-2018";1.242424;3.2177;18.62647;1.434169;2.260039;100795.2;0.02528881;794.1567;0.03720973;2.77596;3665.387;0.1369765;70010.57
"Stora Enso A Oyj";"Finland";"Large Cap";"Material";"Skog";"STEAV";"Pref";"Q1-2018";0.9780219;0.3446666;18.08318;1.382431;2.311104;10700.17;0.02561121;794.1567;0.03763804;0.31572;390.0533;0.1296013;7439.885
"Stora Enso R";"Sverige";"Large Cap";"Material";"Skog";"STE R";"Aktier";"Q1-2018";1.230488;3.2177;18.41504;1.417889;2.234385;98593.39;0.02528881;794.1567;0.03720973;2.77596;3665.387;0.1369765;67808.77
"Stora Enso R Oyj";"Finland";"Large Cap";"Material";"Skog";"STERV";"Aktier";"Q1-2018";1.005085;0.3446666;17.827;1.362846;2.278363;10435.55;0.02561121;794.1567;0.03763804;0.31572;390.0533;0.1296013;7175.269
"Storebrand";"Norge";"OBX";"Finans & Fastighet";"Bank";"STB";"Aktier";"Q1-2018";1.747829;"";11.61601;0.4980145;0.9836667;"";"";"";"";"";"";"";""
"Storm Real Estate";"Norge";"OB Standard";"Finans & Fastighet";"Fastigheter";"STORM";"Aktier";"Q1-2018";"";"";-1.17283;5.158749;0.8236923;"";"";"";"";"";"";"";""
"Storytel";"Sverige";"Aktietorget";"Sällanköpsvaror";"Media";"STORY B";"Aktier";"Q1-2018";"";"";-63.4789;5.508228;23.52063;"";"";"";"";"";"";"";""
"Strategic Investments";"Denmark";"Small Cap";"Finans & Fastighet";"Investmentbolag";"STRINV";"Aktier";"Q4-2017";"";"";19.21922;"";1.119078;"";"";"";"";"";"";"";""
