Bloomberg ticker;Name;Industry Group;1;Currency;Px last;VOLUME AVG 30D;Value of volume Sek;EQY_SH_OUT;EQY_FISCAL_YR_END;EARN_YLD;Earnings Yield;EQY_DVD_YLD_12M;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;trail_12m_eps;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_SALES_PER_SH;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;TRAIL_12M_EBIT_PER_SHARE;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;T12M_DVDS_PAID;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;TRAIL_12M_FREE_CASH_FLOW_PER_SH;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_COM_EQY;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;RETURN_ON_INV_CAPITAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CURR_ENTP_VAL;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;CUR_MKT_CAP;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;PX_LAST;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;BOOK_VAL_PER_SH;WACC;WACC;WACC;WACC;WACC;WACC;WACC;WACC;WACC;WACC;WACC;WACC;WACC;WACC;WACC;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;EQY_SH_OUT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;DIVIDEND_INDICATED_ANNUAL_AMOUNT;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;PX_VOLUME;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M;DVD_SH_12M
HIFAB SS Equity;HIFAB GROUP AB;Engineering&Construction;1;SEK;3.04;14254.27;#N/A Invalid Field;59.27625;12/2017;7.06101982544623;#N/A Invalid Field;#N/A N/A;0.2147;0.0784;-2.1163;0.3274;0.3401;0.5472;0.5128;0.19;0.1535;-1.0433;-1.0004;-1.5223;0.4482;1.2296;-1.393;7.2996;9.4663;11.0795;15.7324;15.4216;13.7445;12.7451;13.9137;15.5752;23.4862;18.9008;24.0486;27.1208;25.6284;27.5336;0.2926;0.1306;-0.0971;0.4229;0.47;0.8942;0.5358;0.3675;0.2403;0.4258;-1.1526;-1.6156;-1.021;-2.4465;#N/A N/A;0;0;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;0.1134;-0.2028;-2.0385;0.4142;-0.4275;1.1309;#N/A N/A;0.1677;#N/A N/A;#N/A N/A;#N/A N/A;-2.1693;#N/A N/A;#N/A N/A;#N/A N/A;18.7022;9.3116;-94.138;12.8146;13.0168;20.6134;21.3042;8.7591;7.5559;17.296;2.4243;-11.4626;2.2614;#N/A N/A;#N/A N/A;19.6006;7.5575;-10.3563;12.902;13.7618;22.5869;21.454;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;160.1775;173.3084;68.8017;141.5566;206.6066;157.7691;99.3999;112.2773;103.8374;41.9603;63.3507;101.4923;186.9732;64.8725;#N/A N/A;183.7335;189.8174;69.9647;188.6006;246.3976;209.8941;125.0239;132.0203;118.0274;35.2113;77.4137;99.2043;221.5872;199.3295;184.5015;3.02;3.12;2.3;6.2;8.1;6.9;4.11;4.34;3.88;3.23;7.65;10.7;23.9;22.1;19.9;1.2501;1.0349;1.8842;2.6835;2.5498;2.7032;2.5595;2.2548;2.0838;1.979;12.077;11.5194;15.0418;24.5937;#N/A N/A;3.805;5.2142;3.8894;5.5244;6.0819;4.9497;5.5585;8.6673;5.479;4.8249;8.9568;8.4125;7.3697;5.4684;7.0178;59.276;59.276;29.638;29.638;29.638;29.638;29.638;29.638;29.638;10.12;9.338;8.49;8.49;8.238;8.238;#N/A N/A;#N/A N/A;0.3029;0.1515;0.3787;0.3029;0.1515;#N/A N/A;#N/A N/A;4.5441;#N/A N/A;1.5147;7.5735;1.5147;#N/A N/A;13158.131147541;17484.6031746032;28835.05;26896.8965517241;8282.55555555555;11860.8510638298;19642.8823529412;16801.262295082;22712.1694915254;26624.406779661;19513.5;36128.203125;29135.2424242424;11910.75;15859.3965517241;#N/A N/A;#N/A N/A;0.3029;0.1515;0.3787;0.3029;0.1515;#N/A N/A;#N/A N/A;4.5441;#N/A N/A;1.5147;7.5735;1.5147;#N/A N/A;
SCAB SS Equity;SVENSKA CELLULOSA AB SCA-B;Cosmetics/Personal Care;1;SEK;85.42;3139989;#N/A Invalid Field;637.7547;12/2017;2.57874625054818;#N/A Invalid Field;7.02247191011236;2.2028;1.8938;9.97;9.39;7.89;6.3384;-0.5008;7.51;6.78;7.9436;10.1774;23.2649;1.8423;22.1249;21.988;23.7278;21.8895;164.1976;148.1618;132.2412;121.6118;115.8152;143.5227;157.8485;157.3236;150.9423;434.1496;412.9606;385.6492;369.7564;3.574;3.2408;15.304;14.7174;12.7111;8.334;3.1553;11.6887;11.6118;12.1487;11.3829;37.6623;18.8775;35.4367;32.2178;-4214;-4228;-3903;-3564;-3303;-2999;-2898;-2657;-2499;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;5.2613;17.709;18.5989;8.7598;-0.0655;13.0315;6.0288;6.614;11.4851;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;11.3628;#N/A N/A;258.1202;7.7635;10.1461;10.083;9.0212;8.2286;0.8578;8.2612;7.1329;8.5789;11.7123;9.4852;0.7769;9.9208;10.385;2.1774;1.5017;6.6932;6.5169;5.9421;4.9206;-0.1933;4.7922;4.828;6.1482;#N/A N/A;6.8766;#N/A N/A;7.4787;6.3486;67378.917;217350.7428;207097.6788;156079.4951;175382.0576;130726.6739;107177.0025;110731.524;105396.4679;95745.5985;119089.2867;123285.0081;107146.568;99216.4039;94059.9854;60755.917;179847.7428;173755.6788;118556.4951;138307.0576;100407.6739;73854.0025;77380.524;67292.4679;48652.5985;79233.2867;85831.0081;69472.568;67143.4039;70487.9854;85.3;255.1;246.5;168.2;196.1;142.4;104.7;109.8;95.45;69;112.25;363.5;295.5;285.5;300;52.3263;104.1401;100.2374;96.2807;90.0857;85.0098;86.4991;95.7581;95.6172;94.612;90.5898;249.3717;241.4189;232.879;213.246;6.1637;5.8943;7.1009;6.537;6.4018;6.5771;5.7327;8.7474;6.1337;5.3019;6.9835;6.8233;6.4452;6.4206;6.4795;637.754;640.516;637.668;619.06;617.693;611.832;608.519;603.702;602.075;594.17;592.205;197.402;196.591;194.609;194.496;6;5.75;5.25;4.75;4.5;4.2;4;3.7;3.5;4.4;4;3.6667;3.5;3.5;3.2;3082737.453125;1943615.22727273;1831871.24590164;2129498.86885246;1541482.69354839;2080593.90322581;2292616.90909091;1729243.828125;2348501.93442623;3419291.04918033;2996405.0483871;1255952.234375;1106729.13636364;679004.34375;697394.180327869;6;5.75;5.25;4.75;4.5;4.2;4;3.7;3.5;4.4;4;3.6667;3.5;3.5;3.2;
VLTB SS Equity;VLT AB-B SHS;Media;1;SEK;#N/A N/A;#N/A N/A;#N/A Invalid Field;5.881;12/2009;#N/A N/A;#N/A Invalid Field;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3.4617;3.4617;79.7555;79.7555;16.2806;12.495;6.9611;3.12;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;198.4953;198.4953;160.2449;155.7817;138.5101;128.0758;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-0.2017;-0.2017;63.2688;63.2688;8.3651;8.4445;3.9594;1.8772;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-35.286;-35.286;-29.405;-23.524;-23.524;-23.524;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4.5302;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;61.7483;61.7483;18.7901;16.2787;10.7071;5.3823;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;31.6505;31.6505;7.4934;8.7223;7.7107;6.0341;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1406.3126;1125.8175;878.3056;622.714;565.7633;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;970.3716;961.5435;682.2006;667.498;561.6393;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;165;163.5;116;113.5;95.5;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;120.64;120.64;166.04;166.04;92.2845;81.0039;72.5089;57.5184;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3.8405;3.8405;6.7913;6.7913;6.2828;7.327;6.4674;6.0275;5.881;5.881;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4.976;4.976;4.976;4.976;4.976;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6;6;5;#N/A N/A;4;4;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3003.11764705882;830.5;1841.85714285714;1835.34146341463;5065.56818181818;1031.84210526316;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6;6;5;#N/A N/A;4;4;
SALAB SS Equity;SALUSANSVAR AB;Diversified Finan Serv;1;SEK;#N/A N/A;#N/A N/A;#N/A Invalid Field;16.21458;11/2013;#N/A N/A;#N/A Invalid Field;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1.94;1.94;#N/A N/A;#N/A N/A;2.341;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9.5587;9.5587;10.375;9.4912;10.476;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2.4409;2.4409;2.4925;1.2098;1.7394;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;-42.8;-42.8;-42.8;-15;0;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2.7004;2.7004;4.5553;4.5273;8.4423;#N/A N/A;#N/A N/A;#N/A N/A;13.181;13.181;14.0752;8.9435;-13.5862;#N/A N/A;#N/A N/A;14.1192;14.1192;15.3561;23.5621;20.0985;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10.4329;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;701.41;804.3509;570.9595;1043.912;281.3477;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;729.862;832.8029;821.1715;458.036;329.6147;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;34.1;35.8;35.3;21.4;15.4;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16.1244;16.1244;15.8941;15.4706;12.8036;#N/A N/A;#N/A N/A;#N/A N/A;9.8963;9.8963;9.969;9.859;13.6901;7.5881;#N/A N/A;7.8198;7.8198;7.6357;5.1508;7.6164;16.215;16.215;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;16.215;16.215;16.215;14.356;14.356;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2;2;2;0.7;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;6510.42857142857;22247.828125;22968.2272727273;17195.125;31179.6666666667;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;2;2;2;0.7;#N/A N/A;
ALFA SS Equity;ALFA LAVAL AB;Miscellaneous Manufactur;1;SEK;196.4;1509024;#N/A Invalid Field;419.4563;12/2017;3.60997974558843;#N/A Invalid Field;2.16340035632476;7.09;5.46;9.15;7.03;7.22;7.64;7.68;7.34;6.42;8.8288;28.5762;15.1081;7.9232;7.1164;5.784;84.1899;84.9528;94.756;83.6011;71.0467;71.0753;68.3075;58.797;61.698;65.0212;225.9164;177.3184;146.2354;134.1948;124.555;10.9141;7.0186;13.6105;11.1287;10.3777;10.4802;11.1835;10.4681;9.5489;13.3906;42.7323;22.8517;12.3325;12.8806;10.1449;-1783;-1783;-1678;-1573;-1468;-1363;-1258;-1055;-950;#N/A N/A;#N/A N/A;-569.5;-556.7;#N/A N/A;#N/A N/A;8.5206;9.8199;11.5864;10.1012;7.6981;6.6825;8.0199;8.3955;10.9089;7.1189;24.1351;20.1098;11.5768;7.3053;11.7738;14.6756;11.903;21.7021;17.7663;19.8629;21.8288;22.69;24.1817;24.0985;41.4179;43.0948;27.2234;16.3402;15.8196;13.7268;9.2465;6.7858;11.4934;11.7962;15.2232;15.3829;18.7588;22.4992;21.756;33.4697;33.2458;20.9961;13.2796;15.4045;10.1084;90005.0358;75031.5136;76914.731;77187.8086;71536.838;61874.5343;58475.6877;59567.4826;41683.9095;31803.4931;40717.839;35613.2751;21760.7475;14201.8317;14726.3118;81752.0358;65183.5136;65015.731;61869.8086;68790.838;58220.5343;55787.6877;60731.4826;41781.9095;29735.4931;38526.839;34394.9751;19151.7475;11837.2317;12116.4117;194.9;155.4;155;147.5;164;138.8;133;143.9;99;69.25;345;308;171.5;106;108.5;48.6296;48.0598;43.6327;40.7122;38.352;34.3111;35.7177;31.8146;28.7011;24.5901;70.2593;60.11;50.8606;46.1172;43.8516;7.4809;7.5201;8.3083;7.8907;10.037;9.7697;9.5481;14.9924;9.1874;8.7945;13.822;11.0826;7.782;6.893;7.4783;419.456;419.456;419.456;419.456;419.456;419.456;419.456;422.039;422.039;429.393;111.672;111.672;111.672;111.672;111.672;4.25;4.25;4;3.75;3.5;3.25;3;2.5;2.25;2.25;1.5625;1.275;1.1875;1;0.5;1250999.53125;1451748.01515152;1400420.06557377;1689865.73770492;1157730.33870968;1336388.20967742;1760707.03030303;1411772.0625;2264042.18032787;5068530.37704918;1469159.9516129;659007.65625;606868.348484849;634156.25;628375.655737705;4.25;4.25;4;3.75;3.5;3.25;3;2.5;2.25;2.25;1.5625;1.275;1.1875;1;0.5;
SARD SS Equity;SARDUS AB;Food;1;SEK;#N/A N/A;#N/A N/A;#N/A Invalid Field;10.10788;12/2008;#N/A N/A;#N/A Invalid Field;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3.2661;3.2661;2.7722;4.2544;8.9201;7.5683;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;214.9112;214.9112;211.3861;200.8001;182.3051;180.3242;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;9.4081;16.2054;14.2791;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3.3468;11.3732;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;11.6991;26.1482;24.0008;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;3.4062;-13.8638;9.0014;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1612.8885;1612.1628;1713.453;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;841.4826;959.3575;1040.5928;1075;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;83.25;95;104;107.5;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;37.4975;36.0397;32.1669;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;4.5475;4.9304;5.1482;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;10.108;10.099;10.006;10;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1.5;3;5;5;4.5;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;32052.7301587302;27978.8333333333;30374.828125;36807.5409836066;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;#N/A N/A;1.5;3;5;5;4.5;
