"Bolagsnamn";"Info";"Info";"Info";"Info";"Info";"Info";"Info";"Kursutveck.";"Utdelning";"P/E";"P/S";"P/B";"EV";"ROIC";"Antal Aktier";"ROE";"Vinst/Aktie";"FCF";"Vinsttillväxt";"Börsvärde"
"";"Land";"Lista";"Sektor";"Bransch";"Ticker";"Instrument";"Rapport";"Utveck.  5 år";"Snitt 5 år";"Senaste";"Senaste";"Senaste";"Senaste";"Snitt 5 år";"Senaste";"Snitt 5 år";"Senaste";"Snitt 5 år";"År. tillv. 5 år";"Senaste"
"Sotkamo Silver Oyj";"Finland";"Small Cap";"Material";"Gruv & Metall";"SOSI1";"Aktier";"Q1-2018";-0.7446208;"";-61.35593;3753.462;1.01665;7.419696;-0.06563517;109.908;-0.04621755;-0.0059;-3.62936;"";39.7867
"SP Group";"Denmark";"Mid Cap";"Industri";"Produktion";"SPG";"Aktier";"Q1-2018";6.575758;"";16.61273;1.208092;5.151739;3343.435;"";11.39;"";15.0487;"";"";2847.5
"Spago Nanomedical";"Sverige";"Aktietorget";"Hälsovård";"Bioteknik";"SPAG";"Aktier";"Q1-2018";-0.08589585;"";-17.65302;7.566808;1.534177;146.3652;-0.1203828;14.336;-0.09856336;-0.6911;-20.4732;"";174.8992
"Spar Nord Bank";"Denmark";"Large Cap";"Finans & Fastighet";"Bank";"SPNO";"Aktier";"Q1-2018";0.8389611;"";9.391913;3.297389;0.9772876;12501.45;"";125.529;"";7.5384;"";"";8887.453
"SpareBank";"Norge";"OB Match";"Finans & Fastighet";"Bank";"SRBANK";"Aktier";"Q1-2018";0.5384615;2.85;9.300055;3.787501;1.002945;20243.08;0.01002703;255.751;0.1095861;8.6021;-6091.6;0.03414862;20460.08
"Sparekassen Sjaelland";"Denmark";"Mid Cap";"Finans & Fastighet";"Bank";"SPKSJF";"Aktier";"Q1-2018";"";"";5.060824;1.402857;0.5032391;1378.29;"";13.031;"";21.2416;"";"";1400.833
"SpectraCure";"Sverige";"Aktietorget";"Hälsovård";"Läkemedel";"SPEC";"Aktier";"Q1-2018";"";"";-99.18033;229.9366;28.64948;672.1991;-1.808006;56.591;-0.4190767;-0.122;-8.2928;"";684.7511
"Spectrum";"Norge";"OB Match";"Energi";"Olja & Gas";"SPU";"Aktier";"Q1-2018";0.07279838;2.986;-13.02694;3.620036;2.879195;3142.626;-0.04744914;54.449;-0.06541383;-4.3909;-51.22083;"";3114.483
"SpiffX";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"SPIFFX";"Aktier";"Q1-2018";"";"";-9.170094;213.5528;95.7241;107.0265;"";28.793;-5.586558;-0.4133;-9.8384;"";109.1255
"Spiltan";"Sverige";"Alternativa";"Finans & Fastighet";"Investmentbolag";"SPILTAN";"Aktier";"Q4-2016";16.7305;17.6;13.07566;65.86835;7.680399;4343.455;0.1727163;0.356;0.1676509;955.9747;12.4184;1.093968;4450
"Spintso International";"Sverige";"NGM";"Informationsteknik";"Elektronisk utrustning";"SPIN MTF";"Aktier";"Q4-2017";"";"";-1.411632;0.6879618;2.240623;1.7;"";6.332;"";-0.3542;"";"";3.166
"Sportamore";"Sverige";"Small Cap";"Sällanköpsvaror";"Återförsäljare";"SPOR";"Aktier";"Q1-2018";1.784615;"";-72.21705;1.255829;4.607549;918.3916;-0.1341385;9.191;-0.0631965;-1.5038;-36.6806;"";998.1426
"Spotify";"USA";"NYSE & Nasdaq
";"Informationsteknik";"IT-Tjänster";"SPOT";"Aktier";"Q1-2018";"";"";-16.04376;4.982545;133.9098;25626.68;"";167.778;"";-9.7714;"";"";26302.56
"Sprint Bioscience";"Sverige";"First North";"Hälsovård";"Läkemedel";"SPRINT";"Aktier";"Q1-2018";"";"";-18.4517;2.066137;1.256766;80.8495;-0.2497532;7.574;-0.8136543;-0.6097;-13.6478;"";85.2075
"SRV Yhtiöt";"Finland";"Mid Cap";"Industri";"Byggnation";"SRV1V";"Aktier";"Q1-2018";-0.1339869;0.088;-14.47297;0.1420782;0.5960196;513.1068;0.01906756;59.512;0.02902698;-0.1831;-29.4964;"";157.7068
"SSAB A";"Sverige";"Large Cap";"Material";"Gruv & Metall";"SSAB A";"Aktier";"Q1-2018";0.04245684;0.4;20.24866;0.73568;0.9015643;63725.43;0.0108807;1029.8;0.0123832;2.3888;41.8;"";49811.43
"SSAB A Oyj";"Finland";"Large Cap";"Material";"Gruv & Metall";"SSABAH";"Pref";"Q1-2018";"";0.04;19.77561;0.717806;0.9068996;6145.94;0.01109666;1029.8;0.0126536;0.2362;-12.1272;"";4810.196
"SSAB B";"Sverige";"Large Cap";"Material";"Gruv & Metall";"SSAB B";"Pref";"Q1-2018";0.308176;0.4;16.10851;0.5852588;0.7172254;53540.7;0.0108807;1029.8;0.0123832;2.3888;41.8;"";39626.7
"SSAB B Oyj";"Finland";"Large Cap";"Material";"Gruv & Metall";"SSABBH";"Aktier";"Q1-2018";"";0.04;15.80017;0.5735071;0.7245878;5178.958;0.01109666;1029.8;0.0126536;0.2362;-12.1272;"";3843.214
"SSH Communications";"Finland";"Small Cap";"Informationsteknik";"Kommunikation";"SSH1V";"Aktier";"Q1-2018";0.3037974;"";-198.0769;4.423936;6.490858;66.58846;-20.33914;38.441;-0.3682689;-0.0104;-2.5778;"";79.18846
"SSM Holding";"Sverige";"Mid Cap";"Industri";"Byggnation";"SSM";"Aktier";"Q1-2018";"";0.16;5.208851;1.384102;0.6822895;890.4635;0.1481477;39.252;0.3204658;3.2176;-165.6938;0.3647984;657.8635
"Star Vault";"Sverige";"Aktietorget";"Sällanköpsvaror";"Betting & Spel";"STVA B";"Aktier";"Q1-2018";1.2625;"";-0.05397588;0.0749547;0.004869093;-2013.737;-0.8864812;67.024;-0.4318006;-6.7067;-157.9034;"";24.26269
"Starbreeze A";"Sverige";"Mid Cap";"Sällanköpsvaror";"Betting & Spel";"STAR A";"Pref";"Q1-2018";"";"";-0.7656198;0.03678346;0.002654533;-366170.5;1.056855;296.825;0.1531702;-17.894;-45136.29;"";4066.502
"Starbreeze B";"Sverige";"Mid Cap";"Sällanköpsvaror";"Betting & Spel";"STAR B";"Aktier";"Q1-2018";17.86252;"";-37.80754;6.881442;2.679722;3734.853;1.047878;296.825;0.139685;-0.3658;-323.3454;"";4105.09
"Starbucks";"USA";"NYSE & Nasdaq
";"Dagligvaror";"Konsumentprodukter";"SBUX";"Aktier";"Q4-2017";0.815214;0.676;29.01657;3.738815;15.33812;84941.8;0.2942529;1461.5;0.3749511;1.9737;1838.5;0.1656627;83700.1
"Stendörren";"Sverige";"Mid Cap";"Finans & Fastighet";"Fastigheter";"STEF B";"Aktier";"Q1-2018";0.6299461;1.616;5.762238;5.134301;0.9751838;6152.853;0.07199645;27.619;0.1746909;15.0983;-321.32;0.4177828;2402.853
"Stille";"Sverige";"First North";"Hälsovård";"Sjukvård";"STIL";"Aktier";"Q1-2018";9.666667;0.84;22.91594;2.980482;4.852946;343.3432;0.319495;4.828;0.1892487;3.4212;10.5804;0.381446;378.5152
"Stillfront";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"SF";"Aktier";"Q1-2018";"";"";43.81104;9.842416;6.856015;6235.484;-0.3715856;23.253;-0.09388334;5.7748;-13.5462;"";5883.009
"Stockmann A";"Finland";"Mid Cap";"Sällanköpsvaror";"Konsument";"STCAS";"Pref";"Q1-2018";-0.6744379;"";-1.337072;0.2773844;0.3318158;1085.812;-0.09020809;72.049;-0.1572254;-2.9243;-8.7;"";281.7116
"Stockmann B";"Finland";"Mid Cap";"Sällanköpsvaror";"Konsument";"STCBV";"Aktier";"Q1-2018";-0.6675192;"";-1.333652;0.276675;0.3309671;1085.091;-0.09020809;72.049;-0.1572254;-2.9243;-8.7;"";280.9911
"Stockwik";"Sverige";"Small Cap";"Informationsteknik";"Elektronisk utrustning";"STWK";"Aktier";"Q1-2018";-0.2877138;"";8.641509;0.8185136;2.726477;112.2499;-0.1469004;1708.513;-0.241473;0.0053;-8.6916;"";78.24989
"Stolt-Nielsen";"Norge";"OB Match";"Industri";"Handel & Distribution";"SNI";"Aktier";"Q1-2018";-0.1442857;5.672;12.89725;0.4649961;0.6123349;26739.31;0.02753427;61.945;0.06339684;9.2888;-950.2382;0.005431463;7421.011
"Stora Enso A";"Sverige";"Large Cap";"Material";"Skog";"STE A";"Pref";"Q1-2018";2.397613;3.4769;18.62647;1.434169;2.260039;178135.7;0.06507408;788.6;0.09356839;9.9321;4563.11;"";145891
"Stora Enso A Oyj";"Finland";"Large Cap";"Material";"Skog";"STEAV";"Pref";"Q1-2018";1.941176;0.364;18.08318;1.382431;2.311104;17262.8;0.06604127;788.6;0.09485333;0.9954;473.8;"";14194.8
"Stora Enso R";"Sverige";"Large Cap";"Material";"Skog";"STE R";"Aktier";"Q1-2018";2.750256;3.4769;18.41504;1.417889;2.234385;176479.6;0.06507408;788.6;0.09356839;9.9321;4563.11;"";144234.9
"Stora Enso R Oyj";"Finland";"Large Cap";"Material";"Skog";"STERV";"Aktier";"Q1-2018";2.146277;0.364;17.827;1.362846;2.278363;17061.71;0.06604127;788.6;0.09485333;0.9954;473.8;"";13993.71
"Storebrand";"Norge";"OBX";"Finans & Fastighet";"Bank";"STB";"Aktier";"Q1-2018";1.441735;1.31;11.61601;0.4980145;0.9836667;30422.38;0.003896843;449.8;0.07308995;5.8626;1018.6;0.05867304;30631.38
"Storm Real Estate";"Norge";"OB Standard";"Finans & Fastighet";"Fastigheter";"STORM";"Aktier";"Q1-2018";-0.9560975;0.76;-1.17283;5.158749;0.8236923;200.0947;-0.1475792;88.345;-0.3961874;-0.6139;71.86702;"";63.6084
"Storytel";"Sverige";"Aktietorget";"Sällanköpsvaror";"Media";"STORY B";"Aktier";"Q1-2018";"";"";-63.4789;5.508228;23.52063;7010.709;-0.002044693;51.517;0.399421;-2.1708;-42.59025;"";7099.042
"Strategic Investments";"Denmark";"Small Cap";"Finans & Fastighet";"Investmentbolag";"STRINV";"Aktier";"Q4-2017";"";"";19.21922;"";1.119078;384.955;"";307.5;"";0.0666;"";"";393.6
"Strax";"Sverige";"Small Cap";"Finans & Fastighet";"Investmentbolag";"STRAX";"Aktier";"Q1-2018";-0.2949153;0.49;17.82348;0.4945703;2.284737;749.7532;0.0927462;117.839;0.1112833;0.2334;-40.34306;"";490.2102
"StrongPoint";"Norge";"OB Match";"Industri";"Tjänster & Leverans";"STRONG";"Aktier";"Q1-2018";0.773913;0.66;32.01506;0.475661;1.696744;514.9332;0.08926006;44.376;0.08705254;0.3186;40.2304;-0.2261159;452.6352
"Studsvik";"Sverige";"Small Cap";"Industri";"Tjänster & Leverans";"SVIK";"Aktier";"Q1-2018";0.4054053;0.2;-14.36613;0.4731669;1.102937;421.0104;-0.003096558;8.219;-0.01697597;-2.8957;1.42;"";341.9104
"Subsea7";"Norge";"OBX";"Energi";"Olja & Gas";"SUBC";"Aktier";"Q1-2018";-0.03189861;3;16.94767;1.316917;0.8553513;35577.25;0.03728008;326.013;0.02830036;7.4317;3281.947;0.05405811;41061.34
"Sunndal Sparebank";"Norge";"Merkur Market";"Finans & Fastighet";"Bank";"SUNSB-ME";"Aktier";"Q4-2017";"";"";"";"";"";0.128;"";0.001;"";"";"";"";0.128
"Suomen Hoivatilat";"Finland";"Mid Cap";"Finans & Fastighet";"Fastigheter";"HOIVA";"Aktier";"Q4-2017";"";"";7.486366;15.43198;1.478487;291.1374;"";25.288;"";1.0085;"";"";190.9244
"Suominen";"Finland";"Mid Cap";"Sällanköpsvaror";"Konsument";"SUY1V";"Aktier";"Q1-2018";0.5181817;0.096;19.4299;0.4566584;1.510695;184.8599;0.06186941;57.382;0.09438119;0.1719;-2.881;"";191.6559
"Surgical Science";"Sverige";"First North";"Hälsovård";"Sjukvård";"SUS";"Aktier";"Q1-2018";"";"";-39.02267;3.870948;2.994236;204.8342;"";4.863;"";-1.2749;"";"";241.9342
"Sweco A";"Sverige";"Large Cap";"Industri";"Byggnation";"SWEC A";"Pref";"Q1-2018";1.983076;4.26;21.04982;1.425954;3.851696;26395.64;0.1290833;119.008;0.1868496;9.7388;414.36;0.1883181;24396.64
"Sweco B";"Sverige";"Large Cap";"Industri";"Byggnation";"SWEC B";"Aktier";"Q1-2018";1.897222;4.26;21.41948;1.450995;3.919335;26824.07;0.1290833;119.008;0.1868496;9.7388;414.36;0.1883181;24825.07
"Swedbank";"Sverige";"Large Cap";"Finans & Fastighet";"Bank";"SWED A";"Aktier";"Q1-2018";0.1658292;12.25;10.73211;4.860196;1.686642;-49706.46;0.008947333;1113.629;0.1440485;17.2939;29325.2;0.1115878;206689.5
"Svedbergs";"Sverige";"Small Cap";"Industri";"Byggprodukter";"SVED B";"Aktier";"Q1-2018";0.3955555;2.2;14.29417;1.042488;3.590854;845.7308;0.1700885;21.122;0.2363365;2.1967;1.52;0.2148944;663.2308
"Swedencare";"Sverige";"First North";"Dagligvaror";"Livsmedel";"SECARE";"Aktier";"Q1-2018";"";0.054;45.5774;6.834372;7.222274;572.2085;0.3635075;15.575;0.3332737;0.814;-1.0162;1.539959;577.8325
"Swedish Match";"Sverige";"Large Cap";"Dagligvaror";"Konsumentprodukter";"SWMA";"Aktier";"Q1-2018";0.811632;15.1;22.68121;4.807496;-21.176;80874.03;0.5365756;175.841;3.006161;18.4029;4233.6;0.06188646;73396.03
"Swedish Orphan Biovitrum";"Sverige";"Large Cap";"Hälsovård";"Bioteknik";"SOBI";"Aktier";"Q1-2018";3.370146;"";32.98948;6.841086;6.712134;46684.05;0.0871598;268.97;0.09626524;5.4578;600.04;"";48428.05
"Swedol";"Sverige";"Mid Cap";"Sällanköpsvaror";"Återförsäljare";"SWOL B";"Aktier";"Q1-2018";0.6584157;0.62;13.5831;0.8993869;2.511444;3038.7;0.1027249;83.2;0.1340341;2.4663;59.38;0.52097;2787.2
"Swemet";"Sverige";"NGM";"Informationsteknik";"Elektronisk utrustning";"SWEM MTF B";"Aktier";"Q4-2017";"";"";-2.178435;0.4281326;2.982775;8.340568;-0.3859064;15.416;-0.824901;-0.1827;-1.5418;"";6.135568
"Svenska Aerogel";"Sverige";"First North";"Industri";"Produktion";"AERO";"Aktier";"Q1-2018";"";"";-5.74662;13.94072;1.780378;72.10254;"";26.794;"";-0.6804;"";"";104.7645
"Svenska Bostadsfonden 14A";"Sverige";"NGM";"Finans & Fastighet";"Fastigheter";"SB14 A";"Aktier";"Q4-2017";"";"";35034.69;10698.59;989.4611;204325.8;"";4.004;"";1.4557;"";"";204204
"Sveriges Bostadsrättscentrum";"Sverige";"NGM";"Finans & Fastighet";"Fastigheter";"SBC";"Aktier";"Q1-2018";1.19336;1.32;21.83918;2.311717;7.759797;915.6168;0.7721254;41.184;0.3510394;1.1081;49.4118;9.0269E-05;996.6528
"Svolder A";"Sverige";"Mid Cap";"Finans & Fastighet";"Investmentbolag";"SVOL A";"Pref";"Q2-2018";1.395349;1.4;12.86873;"";0.9605829;2577.6;0.1839587;25.6;0.2010126;8.0039;44.56;-0.1460111;2636.8
"Svolder B";"Sverige";"Mid Cap";"Finans & Fastighet";"Investmentbolag";"SVOL B";"Aktier";"Q2-2018";1.946061;1.4;12.14658;"";0.9066783;2429.632;0.1839587;25.6;0.2010126;8.0039;44.56;-0.1460111;2488.832
"Sydbank";"Denmark";"Large Cap";"Finans & Fastighet";"Bank";"SYDB";"Aktier";"Q1-2018";0.7293933;10.256;9.811317;3.861809;1.309728;18020.1;0.009579437;66.835;0.1161079;22.6677;1997.2;0.5483005;14864.1
"Sydsvenska Hem";"Sverige";"Aktietorget";"Finans & Fastighet";"Fastigheter";"SYDSV";"Aktier";"Q3-2018";"";"";6.389215;4.821675;1.099663;731.602;"";2.4;"";17.06;"";"";261.6
"SynAct Pharma";"Sverige";"Aktietorget";"Hälsovård";"Bioteknik";"SYNACT";"Aktier";"Q1-2018";"";"";-11.44033;"";16.8026;165.8813;"";12.417;"";-1.215;"";"";172.5963
"SyntheticMR";"Sverige";"Aktietorget";"Informationsteknik";"Programvara & Internet";"SYNT";"Aktier";"Q1-2018";"";"";158.3038;33.81868;39.01097;1312.239;0.03104953;4.04;0.06013377;2.0846;1.225;"";1333.2
"Systemair";"Sverige";"Mid Cap";"Industri";"Byggprodukter";"SYSR";"Aktier";"Q3-2018";-0.07475725;2.2;20.03911;0.6875806;2.012917;6544.7;0.1209758;52;0.1408608;4.7557;58.94;0.005371783;4955.6
"Taaleri";"Finland";"Mid Cap";"Finans & Fastighet";"Investmentbolag";"TAALA";"Aktier";"Q4-2017";1.979561;"";12.80416;3.444468;2.629652;278.964;"";28.35;"";0.7685;"";"";278.964
"TagMaster";"Sverige";"First North";"Informationsteknik";"Kommunikation";"TAGM B";"Aktier";"Q1-2018";2.543478;"";19.45107;1.531561;3.151355;314.4981;0.2207483;201.389;0.1803612;0.0838;-15.0048;0.5767002;328.2641
"Talenom";"Finland";"Small Cap";"Sällanköpsvaror";"Tjänster & Leverans";"TNOM";"Aktier";"Q4-2017";"";"";27.93854;2.283771;6.840339;112.989;"";6.812;"";0.5011;"";"";95.368
"Talkpool";"Sverige";"First North";"Informationsteknik";"Kommunikation";"TALK";"Aktier";"Q1-2018";"";"";275.2294;1.042029;8.853922;215.424;-0.04548707;4.93;-0.0654782;0.1417;-22.45412;"";192.27
"Tangiamo Touch";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"TANGI";"Aktier";"Q1-2018";"";"";-15.84861;2.081015;1.490512;45.6192;-0.2667689;19.89;-0.1039285;-0.1691;-10.87;"";53.3052
"TargetEveryOne";"Sverige";"First North";"Informationsteknik";"Programvara & Internet";"TEONE";"Aktier";"Q4-2017";"";"";-4.222432;0.6041719;1.256419;94.1572;"";28.33;"";-0.5305;"";"";63.4592
"Targovax";"Norge";"OB Match";"Hälsovård";"Läkemedel";"TRVX";"Aktier";"Q1-2018";"";"";-7.325113;25593.57;2.010791;766.471;"";52.609;"";-2.4573;"";"";946.962
"Taurus Energy";"Sverige";"Aktietorget";"Energi";"Olja & Gas";"TAUR B";"Aktier";"Q2-2018";0.7301454;"";-20.42553;"";5.926782;114.2806;-0.6474462;87.099;-0.345648;-0.0705;-6.2788;"";125.4226
"TC Connect";"Sverige";"First North";"Informationsteknik";"Kommunikation";"TCC";"Aktier";"Q4-2017";"";"";-101.751;0.7625672;1.441332;98.88;"";3.4;"";-0.257;"";"";88.91
"TC TECH";"Sverige";"First North";"Industri";"Produktion";"TCT";"Aktier";"Q1-2018";"";"";-5.608283;26.94461;6.273854;152.672;-0.8463683;11.638;-2.075656;-2.318;-19.7886;"";151.294
"TCM Group";"Denmark";"Small Cap";"Industri";"Byggprodukter";"TCM";"Aktier";"Q1-2018";"";"";18.50195;1.153426;2.946097;1153.6;"";10;"";5.14;"";"";951
"TDC";"Denmark";"Large Cap";"Telekommunikation";"Telekommunikationstjänster";"TDC";"Aktier";"Q1-2018";0.1117517;1.32;28.61546;1.996147;1.538345;60145.34;0.03056073;802.4;0.05761117;1.7522;987.2;-0.1480531;40232.34
"Team Tankers";"Norge";"OB Standard";"Industri";"Tjänster & Leverans";"TEAM";"Aktier";"Q1-2018";"";"";-3.365019;0.871915;0.5202928;1593.542;0.03079343;187.953;0.1478558;-2.63;190.3146;"";1663.384
"Technopolis";"Finland";"Mid Cap";"Finans & Fastighet";"Fastigheter";"TPS1V";"Aktier";"Q1-2018";-0.07163081;0.124;7.319841;3.404112;0.9713458;1431.194;0.03409653;156.846;0.06753706;0.5287;31.1038;0.09372952;606.994
"Techstep";"Norge";"OB Match";"Informationsteknik";"Kommunikation";"TECH";"Aktier";"Q4-2017";-0.6816327;"";-16.39517;0.577751;1.006312;512.1801;-1.003363;146.251;-0.443773;-0.1903;-35.5092;"";456.3031
"Tecnotree";"Finland";"Small Cap";"Informationsteknik";"IT-Tjänster";"TEM1V";"Aktier";"Q4-2017";-0.648;"";-0.557403;0.1561123;-1.415248;24.53301;-0.3354084;122.628;-0.3109005;-0.1263;0.7686001;"";8.633011
"Tectona Capital";"Sverige";"NGM";"Finans & Fastighet";"Fastigheter";"TCAB MTF B";"Aktier";"Q4-2017";"";"";-8.614501;13.5634;1.294121;32.6366;"";12.354;"";-0.2786;"";"";29.6496
"Tele2 A";"Sverige";"Large Cap";"Telekommunikation";"Telekommunikationstjänster";"TEL2 A";"Pref";"Q1-2018";0.0606621;6.696;174.4;1.967805;3.021362;66402.15;0.03157449;502.35;0.03978235;0.625;1975;-0.5470182;54756.15
"Tele2 B";"Sverige";"Large Cap";"Telekommunikation";"Telekommunikationstjänster";"TEL2 B";"Aktier";"Q1-2018";0.3319277;6.696;176.88;1.995788;3.064327;67180.79;0.03157449;502.35;0.03978235;0.625;1975;-0.5470182;55534.79
"Telenor";"Norge";"OBX";"Telekommunikation";"Telekommunikationstjänster";"TEL";"Aktier";"Q1-2018";0.3501615;7.76;19.61003;2.066675;4.152842;302408.7;0.07298841;1501.458;0.124456;8.5237;22466.4;0.08123621;250968.7
"Teleste";"Finland";"Mid Cap";"Informationsteknik";"Kommunikation";"TLT1V";"Aktier";"Q1-2018";0.6682242;0.176;-15.76159;0.578355;1.868608;146.228;0.03097044;18.986;0.03116561;-0.453;6.700201;"";135.56
"Telia Company";"Sverige";"Large Cap";"Telekommunikation";"Telekommunikationstjänster";"TELIA";"Aktier";"Q1-2018";-0.06304692;2.52;94.47964;2.247184;1.67077;242310.1;0.04550072;4330.08;0.07439391;0.442;13171.6;-0.3373729;180824.1
"Telia Company oyj";"Finland";"Large Cap";"Telekommunikation";"Telekommunikationstjänster";"TELIA1";"Aktier";"Q1-2018";-0.2168279;0.27564;79.54813;2.044977;1.687457;23435.15;0.0458938;4330.08;0.07506763;0.0509;1414.401;-0.3348334;17532.49
"Tempest Security";"Sverige";"First North";"Industri";"Tjänster & Leverans";"TSEC";"Aktier";"Q1-2018";"";"";-14.22605;0.8785964;4.974115;133.4396;"";7.267;"";-1.5324;"";"";158.4206
"TerraNet";"Sverige";"First North";"Informationsteknik";"Kommunikation";"TERRNT B";"Aktier";"Q1-2018";"";"";-3.745162;17.77565;3.083443;170.122;"";24.007;"";-2.4031;"";"";216.063
"Terveystalo";"Finland";"Large Cap";"Hälsovård";"Sjukvård";"TTALO";"Aktier";"Q1-2018";"";"";43.20407;1.938289;2.888011;1658.637;"";128.036;"";0.2553;"";"";1412.237
"Tesla";"USA";"NYSE & Nasdaq
";"Industri";"Produktion";"TSLA";"Aktier";"Q1-2018";2.922095;"";-21.75588;4.083245;14.19729;59139.37;-0.1374051;169.146;-0.4546692;-13.8381;-2549.941;"";50923.09
"Tethys Oil";"Sverige";"Mid Cap";"Energi";"Olja & Gas";"TETY";"Aktier";"Q1-2018";0.4447941;3.4;11.22113;3.193096;1.576226;2813.34;0.1511902;33.899;0.1228453;8.5945;180.0452;0.04919155;3269.219
"TF Bank";"Sverige";"Mid Cap";"Finans & Fastighet";"Bank";"TFBANK";"Aktier";"Q1-2018";"";1.598;10.24171;2.967725;3.01367;1422.89;0.03663868;21.5;0.2921368;7.1863;276.99;0.09868962;1582.4
"TGS-NOPEC";"Norge";"OBX";"Energi";"Olja & Gas";"TGS";"Aktier";"Q1-2018";0.3365617;5.89076;50.4515;6.902154;3.11751;25606.29;0.0696816;101.438;0.05625639;5.4706;754.0656;-0.1943041;27996.89
"The Marketing Group";"Sverige";"First North";"Sällanköpsvaror";"Media";"TMG";"Aktier";"Q4-2017";"";"";-0.1498459;0.2981841;0.2092938;5.065489;"";34.185;"";-1.3307;"";"";6.816489
"The Scottish Salmon";"Norge";"OB Match";"Dagligvaror";"Livsmedel";"SSC";"Aktier";"Q2-2017";1.971429;"";12.51053;1.553572;1.645079;2408.365;0.05530932;193.482;0.08329404;0.8313;-9.5749;"";2012.213
"Thin Film";"Norge";"OB Match";"Informationsteknik";"Elektronisk utrustning";"THIN";"Aktier";"Q1-2018";-0.1693877;"";-5.197957;50.23143;2.45462;1776.129;-2.392048;1171.871;-0.6499393;-0.3915;-404.3873;"";2384.758
"THQ Nordic";"Sverige";"First North";"Sällanköpsvaror";"Betting & Spel";"THQN B";"Aktier";"Q1-2018";"";"";82.58138;13.32896;13.68922;16397.26;0.5005825;79.236;0.4002554;2.4824;-40.31059;"";16243.38
"Three Gates";"Sverige";"NGM";"Sällanköpsvaror";"Betting & Spel";"GATE MTF";"Aktier";"Q4-2017";"";"";-0.548784;1.620117;-1.393192;6.8548;"";1.314;"";-10.3866;"";"";7.4898
"Thule";"Sverige";"Large Cap";"Sällanköpsvaror";"Konsument";"THULE";"Aktier";"Q1-2018";"";3.98;31.11608;3.828688;5.744008;24636;0.08319753;102.4;0.1311106;7.0703;785.2;0.6323813;22528
"Tieto";"Sverige";"Large Cap";"Informationsteknik";"IT-Tjänster";"TIETOS";"Aktier";"Q1-2018";1.268613;13.80018;18.95862;1.462139;5.590686;23969.45;0.1738497;73.723;0.2005732;16.3936;525.5148;0.1649953;22913.11
"Tieto Oyj";"Finland";"Large Cap";"Informationsteknik";"IT-Tjänster";"TIETO";"Aktier";"Q1-2018";0.8880504;1.444;18.14116;1.40269;5.664613;2313.865;0.1765994;73.723;0.2040472;1.6548;54.42;0.1390081;2213.165
"Tikkurila";"Finland";"Mid Cap";"Industri";"Byggprodukter";"TIK1V";"Aktier";"Q4-2017";-0.1070588;0.8;62.59794;1.149603;3.729967;759.6291;0.1462903;44.106;0.195391;0.2425;35.3194;-0.2340609;669.5291
"TiksPac";"Sverige";"Aktietorget";"Industri";"Tjänster & Leverans";"TIKS";"Aktier";"Q3-2018";"";"";11.54523;1.292634;1.634428;28.656;0.06902047;11;0.09775784;0.2841;1.1034;0.1578911;36.08
"Time People Group";"Sverige";"NGM";"Informationsteknik";"IT-Tjänster";"TPGR MTF";"Aktier";"Q3-2018";"";0.5600001;10.49918;1.014946;2.865138;79.98;4.149725;7.25;0.4347642;1.5906;8.0488;0.2455431;121.075
"Titanium";"Finland";"First North";"Finans & Fastighet";"Fastigheter";"TITAN";"Aktier";"Q4-2017";"";"";26.03164;6.694761;4.531001;56.6436;"";8.98;"";0.2908;"";"";67.9786
"Tivoli";"Denmark";"Mid Cap";"Sällanköpsvaror";"Hotell, restaurang & nöje";"TIV";"Aktier";"Q4-2017";1.180602;"";47.47584;3.933747;4.401597;4004.532;"";5.716;"";13.7333;"";"";3726.832
"TK Development";"Denmark";"Small Cap";"Finans & Fastighet";"Fastigheter";"TKDV";"Aktier";"Q4-2018";0.1426391;"";-1.784373;0.8605092;0.7328502;1886.074;"";98.153;"";-3.8613;"";"";676.2742
"Toadman";"Sverige";"NGM";"Sällanköpsvaror";"Betting & Spel";"TOAD MTF";"Aktier";"Q2-2018";"";"";22.08866;6.333558;7.085104;198.0085;"";15.045;"";0.6655;"";"";221.1615
"Tobii";"Sverige";"Mid Cap";"Informationsteknik";"Elektronisk utrustning";"TOBII";"Aktier";"Q1-2018";"";"";-22.69258;3.314749;3.923753;3243.838;-0.1852078;97.3;-0.110323;-1.6772;-170.06;"";3703.238
"Tobin P. Pref";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"TOBIN PREF";"Pref";"Q4-2017";"";"";"";"";"";114.5;"";1;"";"";"";"";114.5
"Tobin Properties";"Sverige";"First North";"Finans & Fastighet";"Fastigheter";"TOBIN";"Aktier";"Q4-2017";"";"";6.337471;1.83016;0.3739806;976.3786;"";10.369;"";2.2722;"";"";149.3136
"Tokmanni Group";"Finland";"Mid Cap";"Sällanköpsvaror";"Återförsäljare";"TOKMAN";"Aktier";"Q4-2017";"";"";16.53235;0.5431629;2.670439;568.8476;"";58.869;"";0.4467;"";"";434.7476
